regime,events,mean_vix,mean_event_log_return,total_log_return,net_return
high_vix,12,19.151666666666667,0.0015409656464852237,0.018491587757822683,0.018663615888497628
low_vix,12,14.563333333333333,0.001994230694835559,0.023930768338026705,0.0242194070242377
