event_id,gross,cost_1x,net,round_trips
FOMC_2024_07_31,0.00013590212615635072,0.0003467556123422172,-0.0005576090985280836,12
FOMC_2024_09_18,0.0026289336267502237,0.00033353455107038775,0.0019618645246094486,12
FOMC_2024_11_07,0.0010924382410745356,0.0003316025857366006,0.00042923306960133435,10
FOMC_2024_12_18,-0.00508467991594942,0.0003084589959337002,-0.005701597907816821,12
FOMC_2025_01_29,0.0016442627895198575,0.00032141677184488313,0.0010014292458300912,12
FOMC_2025_03_19,0.00047115023781714514,0.0003473390059670057,-0.00022352777411686623,12
FOMC_2025_05_07,-0.0009578163738850706,0.0003313415356045091,-0.0016204994450940888,12
FOMC_2025_06_18,-0.00010138770481406656,0.0003197392385552401,-0.0007408661819245468,12
FOMC_2025_07_30,-0.00011939499534227811,0.0003056589980081544,-0.0007307129913585869,12
FOMC_2025_09_17,0.0008174208800669633,0.0003177448588432671,0.0001819311623804292,12
FOMC_2025_10_29,-0.0013738990672451982,0.00034316966347274457,-0.0020602383941906873,12
FOMC_2025_12_10,0.0009252536255703854,0.0003319034159350468,0.00026144679370029194,12
