excluded_asset,net_return
EURUSD,0.01817021730851729
GBPUSD,0.018286266178268788
AUDUSD,0.018387779321230563
NZDUSD,0.01825712596900768
USDJPY,0.018424458044574595
USDCHF,0.01845308883007043
USDCAD,0.019030267242831543
EURJPY,0.017907219818926103
XAUUSD,0.017962518970218267
XAGUSD,0.010482811548304135
SPXUSD,0.02673528728416306
NSXUSD,0.025135751957727513
