excluded_asset,net_return
AUDUSD,0.017984381473972726
EURUSD,0.018381200662313118
GBPUSD,0.01840756450274615
NSXUSD,0.017388959367521925
NZDUSD,0.0179752853943419
SPXUSD,0.017329652131203552
USDCAD,0.019928593466090355
USDCHF,0.01858343412236281
USDJPY,0.018124211335721088
XAGUSD,0.0170057727931409
XAUUSD,0.017375346523144576
