event_id,gross,cost_1x,net,round_trips
FOMC_2024_07_31,-0.00017924956244420946,0.0003467556123421578,-0.0005260051747863673,12
FOMC_2024_09_18,-0.0008442520733321656,0.00033353455107033424,-0.0011777866244024999,12
FOMC_2024_11_07,-0.0020203541481177384,0.0003316025857365719,-0.0023519567338543103,10
FOMC_2024_12_18,0.0072088442399720395,0.00030845899593367283,0.006900385244038368,12
FOMC_2025_01_29,-0.0018085787363552378,0.0003214167718448353,-0.002129995508200073,12
FOMC_2025_03_19,0.001329330261881202,0.0003473390059669609,0.0009819912559142412,12
FOMC_2025_05_07,-0.0007667230068512188,0.0003313415356044771,-0.001098064542455696,12
FOMC_2025_06_18,9.123634479357029e-05,0.00031973923855519717,-0.00022850289376162688,12
FOMC_2025_07_30,0.0006250707719145786,0.00030565899800812167,0.00031941177390645695,12
FOMC_2025_09_17,-0.0022823144897196786,0.0003177448588432247,-0.0026000593485629034,12
FOMC_2025_10_29,0.003911586164042501,0.0003431696634727035,0.0035684165005697975,12
FOMC_2025_12_10,0.002416716440846501,0.00033190341593500035,0.002084813024911501,12
