excluded_event,net_return
FOMC_2024_07_31,0.018015231642184062
FOMC_2024_09_18,0.012157660950503746
FOMC_2024_11_07,0.018015231642184062
FOMC_2024_12_18,0.010842004456292497
FOMC_2025_01_29,0.02057110147144841
FOMC_2025_03_19,0.01709318105969992
FOMC_2025_05_07,0.018015231642184062
FOMC_2025_06_18,0.018015231642184062
FOMC_2025_07_30,0.018015231642184062
FOMC_2025_09_17,0.018015231642184062
FOMC_2025_10_29,0.013773546614619294
FOMC_2025_12_10,0.015535171819821017
