event_id,gross,cost_1x,net,round_trips
FOMC_2024_07_31,0.0006863799238100848,0.00013579030288081624,0.0005505896209292686,6
FOMC_2024_09_18,0.009467385833457898,5.077491613100377e-05,0.009416610917326896,4
FOMC_2024_11_07,0.0025133417357737723,4.717665658044405e-05,0.0024661650791933283,2
FOMC_2024_12_18,0.008927607046637247,0.00029965368514806885,0.008627953361489178,9
FOMC_2025_01_29,-0.002337917893473894,0.00022955633426596014,-0.002567474227739854,4
FOMC_2025_03_19,0.0010831378339516344,0.0003494655217220574,0.0007336723122295769,9
FOMC_2025_05_07,-0.0009578163738850706,0.0003313415356045091,-0.0012891579094895798,12
FOMC_2025_06_18,0.0005524050794476078,4.962452356484193e-05,0.0005027805558827659,2
FOMC_2025_07_30,-0.0013096899543556064,3.437040102207328e-05,-0.0013440603553776798,3
FOMC_2025_09_17,-0.00028642188051932897,0.0002159735299171664,-0.0005023954104364954,7
FOMC_2025_10_29,-0.007794825528443093,8.326567996835904e-05,-0.007878091208411452,1
FOMC_2025_12_10,0.004283137728835044,0.0003653047796519906,0.003917832949183053,6
