excluded_asset,net_return
EURUSD,0.013091739598265496
GBPUSD,0.013341006917418352
AUDUSD,0.013829888258792035
NZDUSD,0.013467217094972088
USDJPY,0.012450104240601962
USDCHF,0.013045558703629162
USDCAD,0.012326459449574301
EURJPY,0.013060250788848666
XAUUSD,0.012906343679359389
XAGUSD,0.018738211640796133
SPXUSD,0.013902653725903458
NSXUSD,0.010572927318911088
