regime,events,mean_vix,mean_difference,event_net,control_mean_net
high_vix,12,19.151666666666667,0.0006896278362644711,0.018491587757822683,0.01021605372264903
low_vix,12,14.563333333333333,0.0016873039197017993,0.023930768338026705,0.0036831213016051143
