event_id,event_net,placebo_net,difference
FOMC_2024_01_31,-0.010221585453784066,0.0021059908013126892,-0.012327576255096756
FOMC_2024_03_20,0.00829640758843088,0.00262264591604339,0.0056737616723874906
FOMC_2024_05_01,0.0013652394661181641,-0.0007587937759544745,0.002124033242072639
FOMC_2024_06_12,0.011621798749302293,0.011304703131220293,0.0003170956180820004
FOMC_2024_07_31,0.01713979837087929,-0.00958681846812123,0.02672661683900052
FOMC_2024_09_18,0.0008137785855308274,0.003324501746724663,-0.0025107231611938355
FOMC_2024_11_07,0.008973647746371344,-0.01410382486833214,0.023077472614703484
FOMC_2024_12_18,-0.02546758300419461,0.008666333301585338,-0.03413391630577994
