regime,events,mean_vix,mean_event_log_return,total_log_return,net_return
high_vix,4,16.86,0.00036491042464671317,0.0014596416985868527,0.0014607074940277199
low_vix,4,13.9075,0.002765465087516818,0.011061860350067272,0.01112326894950365
