excluded_asset,observations,start,end,total_return,annualized_mean,sharpe,max_drawdown
EURUSD,258,2025-01-01,2025-12-29,-0.02281033805299304,-0.022537902195691278,-0.5476440242374495,-0.04836064168422083
USDJPY,258,2025-01-01,2025-12-29,0.020059101979081895,0.019398695042793932,0.6981494727138189,-0.01632140419099337
GBPUSD,258,2025-01-01,2025-12-29,0.05563684580261774,0.05288506197574498,0.7223617693130292,-0.05230830962538857
AUDUSD,258,2025-01-01,2025-12-29,-0.012103142229699881,-0.011893796033294787,-0.31690978214098137,-0.05643164180474414
