observations,start,end,total_return,sharpe,max_drawdown,spot_total_return,carry_log_contribution,cost_log_drag,annualized_turnover
258,2025-01-01,2025-12-29,-0.03784676767787576,-0.4753800628292191,-0.10217720002626496,-0.06363230818866139,0.02751803763998731,0.00035254697131183036,0.972972972972973
