cost_multiplier_vs_locked,observations,start,end,total_return,annualized_mean,sharpe,max_drawdown
0.0,496,2024-01-31,2025-12-29,0.06926947085124535,0.034027965323819465,0.7217103142681857,-0.05697728727186846
1.0,496,2024-01-31,2025-12-29,0.05461150584815799,0.0270150392510824,0.5726842130737783,-0.0637097794521917
2.0,496,2024-01-31,2025-12-29,0.040154477974474245,0.020002113178345323,0.42281429628220973,-0.0703942065643609
