ts,UKXGBP,USDCAD,GRXEUR,EURUSD,BCOUSD,NZDUSD,XAGUSD,GBPUSD,USDCHF,XAUUSD,NSXUSD,EURJPY,USDJPY,AUDUSD,SPXUSD
2024-11-01,8165.586,1.39517,19225.766,1.08327,72.883,0.59612,32.673,1.29178,0.86957,2735.895,20054.798,165.737,152.946,0.6558,5734.064
2024-11-02,,,,,,,,,,,,,,,
2024-11-03,8170.577,1.39005,19260.588,1.08974,74.217,0.60071,32.699,1.2989,0.86506,2740.905,20114.153,165.441,151.818,0.66088,5743.864
2024-11-04,8175.386,1.3901,19141.566,1.08752,75.113,0.59776,32.446,1.29558,0.86429,2734.315,19967.353,165.804,152.464,0.65932,5713.757
2024-11-05,8185.113,1.39036,19197.588,1.07775,74.528,0.59359,32.323,1.29117,0.8715,2741.615,20478.465,165.5,153.556,0.65426,5857.793
2024-11-06,8161.621,1.38944,19054.099,1.07377,75.313,0.59806,30.953,1.29202,0.87566,2654.455,20796.775,165.542,154.171,0.66208,5936.417
2024-11-07,8156.874,1.38827,19405.577,1.07828,75.117,0.60115,31.711,1.29672,0.8728,2693.424,21108.176,164.694,152.734,0.66536,5974.177
2024-11-08,8086.686,1.38964,19240.766,1.07182,73.96,0.59794,31.288,1.29147,0.87518,2684.035,21121.753,163.59,152.608,0.65811,5998.814
2024-11-09,,,,,,,,,,,,,,,
2024-11-10,8082.832,1.39219,19258.555,1.07138,73.506,0.59733,31.208,1.29122,0.87713,2671.985,21178.032,164.532,153.57,0.65924,6008.614
2024-11-11,8102.052,1.39428,19357.566,1.0644,71.723,0.5958,30.567,1.2844,0.881,2617.625,21114.564,163.384,153.5,0.65542,5998.617
2024-11-12,8045.799,1.39525,19054.566,1.06177,72.058,0.59285,30.946,1.27449,0.88257,2606.065,21030.664,164.415,154.847,0.65354,5976.482
2024-11-13,8036.457,1.4013,18985.088,1.05484,72.033,0.58585,30.2,1.26828,0.88734,2565.025,21027.587,164.61,156.053,0.64697,5983.557
2024-11-14,8052.299,1.40613,19208.077,1.05425,71.928,0.58596,30.504,1.2677,0.88919,2566.925,20813.51,164.834,156.354,0.64651,5934.17
2024-11-15,8079.213,1.40885,19233.766,1.05394,70.99,0.58642,30.235,1.26133,0.88695,2562.715,20402.243,163.238,154.248,0.64572,5874.311
2024-11-16,,,,,,,,,,,,,,,
2024-11-17,8087.374,1.40778,19286.088,1.05407,71.328,0.58601,30.696,1.26332,0.88749,2592.115,20554.121,163.005,154.645,0.64715,5887.427
2024-11-18,8140.41,1.40206,19222.088,1.0587,73.438,0.58867,31.308,1.2674,0.88366,2622.805,20585.953,163.482,154.419,0.65071,5905.743
2024-11-19,8098.413,1.39569,19111.066,1.05929,73.228,0.59081,31.18,1.26868,0.88338,2636.515,20711.908,164.244,155.051,0.6527,5924.809
2024-11-20,8100.298,1.39645,19051.099,1.05512,72.923,0.58776,31.125,1.26544,0.88278,2656.908,20592.609,163.604,155.055,0.65162,5901.841
2024-11-21,8189.789,1.39744,19194.077,1.04747,74.328,0.58376,30.946,1.25847,0.8861,2688.625,20727.709,161.747,154.421,0.65052,5948.57
2024-11-22,8272.011,1.39744,19348.888,1.04193,75.055,0.58334,31.327,1.25215,0.89363,2715.805,20775.898,161.248,154.73,0.64968,5967.627
2024-11-23,,,,,,,,,,,,,,,
2024-11-24,8286.789,1.39464,19419.666,1.04791,74.768,0.58542,30.781,1.25948,0.89059,2672.305,20888.999,161.477,154.095,0.65241,5993.876
2024-11-25,8259.992,1.41013,19284.666,1.04797,73.248,0.58407,30.336,1.25519,0.88699,2626.275,20828.509,161.215,153.838,0.64926,5988.692
2024-11-26,8262.298,1.40719,19289.699,1.04786,72.303,0.58626,30.464,1.25722,0.88575,2638.895,20891.653,159.598,152.31,0.64751,6017.911
2024-11-27,8285.483,1.40236,19332.666,1.05546,72.023,0.58929,29.871,1.26665,0.88345,2631.104,20792.354,160.034,151.623,0.64906,6005.629
2024-11-28,8294.992,1.39872,19427.188,1.05699,72.823,0.59119,30.692,1.27092,0.88136,2659.785,20872.709,158.555,150.008,0.65162,6020.22
2024-11-29,8279.498,1.39887,19641.166,1.05748,72.323,0.59195,30.614,1.27257,0.88024,2649.945,20928.308,158.231,149.724,0.65068,6034.487
2024-11-30,,,,,,,,,,,,,,,
2024-12-01,8290.599,1.40327,19613.488,1.05233,72.178,0.58947,30.159,1.26909,0.88477,2628.445,20899.043,158.452,150.575,0.64948,6023.682
2024-12-02,8320.899,1.40522,19923.455,1.04853,71.953,0.58746,30.569,1.26442,0.88851,2639.695,21166.065,157.429,150.144,0.64695,6050.083
2024-12-03,8341.291,1.40635,20032.499,1.05107,73.803,0.58552,31.028,1.26791,0.88621,2648.295,21298.599,157.625,149.967,0.64369,6057.489
2024-12-04,8318.715,1.40727,20202.566,1.05182,72.308,0.58646,31.2,1.27025,0.88419,2646.154,21457.821,158.177,150.387,0.64319,6080.903
2024-12-05,8332.992,1.40337,20315.588,1.05752,72.058,0.58602,31.398,1.27477,0.87868,2642.095,21425.532,158.601,149.977,0.64292,6073.767
2024-12-06,8301.169,1.4153,20373.899,1.05673,71.025,0.58247,30.964,1.27369,0.87812,2632.664,21599.153,158.543,149.989,0.63868,6087.514
2024-12-07,,,,,,,,,,,,,,,
2024-12-08,8306.501,1.41659,20383.699,1.05346,71.383,0.58079,30.901,1.27184,0.88016,2635.845,21595.199,157.906,149.891,0.63812,6082.964
2024-12-09,8314.798,1.41826,20285.955,1.05575,71.763,0.58263,31.952,1.27477,0.87777,2670.165,21428.853,159.551,151.126,0.6384,6050.097
2024-12-10,8246.31,1.4165,20295.955,1.05245,72.543,0.57926,31.58,1.2767,0.88349,2684.435,21390.175,159.492,151.543,0.63731,6039.814
2024-12-11,8313.686,1.41463,20392.099,1.05089,73.633,0.58063,32.056,1.27657,0.88396,2712.485,21726.021,159.932,152.189,0.64157,6076.244
2024-12-12,8293.207,1.42358,20411.466,1.04634,73.468,0.57672,30.932,1.26633,0.89275,2687.275,21693.22,160.042,152.951,0.63667,6058.051
2024-12-13,8299.177,1.42293,20411.188,1.05017,74.295,0.57579,30.525,1.26143,0.89201,2647.385,21748.442,161.353,153.683,0.6357,6044.426
2024-12-14,,,,,,,,,,,,,,,
2024-12-15,8289.974,1.42231,20411.099,1.05159,74.173,0.57797,30.424,1.26353,0.89086,2652.618,21780.453,161.671,153.741,0.63758,6051.426
2024-12-16,8236.877,1.4259,20292.966,1.05081,73.833,0.57678,30.413,1.26786,0.89514,2651.565,22095.71,161.888,154.061,0.63551,6070.026
2024-12-17,8194.895,1.43256,20208.455,1.0503,73.223,0.5735,30.38,1.27018,0.89226,2644.925,22012.798,161.16,153.44,0.63127,6056.696
2024-12-18,8103.813,1.44357,20000.088,1.03789,72.988,0.56292,29.423,1.25852,0.90035,2609.075,21186.543,161.187,155.303,0.62247,5876.156
2024-12-19,8088.392,1.44224,19835.577,1.03587,72.413,0.56232,28.968,1.24818,0.89824,2597.804,20973.631,162.938,157.296,0.62246,5848.664
2024-12-20,8070.741,1.43735,19871.266,1.04254,72.955,0.56468,29.488,1.25636,0.893,2622.435,21295.91,163.119,156.407,0.62476,5934.561
2024-12-21,,,,,,,,,,,,,,,
2024-12-22,8095.898,1.43536,19907.066,1.04429,73.238,0.56576,29.643,1.25809,0.89315,2625.335,21434.821,163.491,156.577,0.62581,5962.327
2024-12-23,8134.387,1.43805,19884.488,1.03963,72.598,0.56444,29.743,1.25387,0.89898,2619.938,21490.654,163.159,157.011,0.62391,5971.25
2024-12-24,8142.304,1.43541,20021.466,1.04058,73.193,0.56308,29.61,1.25361,0.8998,2616.348,21799.586,163.605,157.308,0.62299,6036.62
2024-12-25,8138.395,1.43636,20000.988,1.03977,73.283,0.5649,29.628,1.25376,0.89998,2627.098,21840.676,163.685,157.426,0.62385,6039.129
2024-12-26,8134.991,1.44089,19898.966,1.0409,72.813,0.56156,29.789,1.25225,0.89937,2633.455,21717.742,164.073,157.57,0.62092,6028.126
2024-12-27,8132.08,1.44081,19952.999,1.04225,73.41,0.56232,29.354,1.25714,0.90186,2621.348,21502.808,164.545,157.764,0.62146,5976.064
2024-12-28,,,,,,,,,,,,,,,
2024-12-29,8133.258,1.43991,19960.399,1.04253,73.853,0.56555,29.432,1.25809,0.90173,2621.975,21468.009,164.535,157.789,0.62397,5963.614
2024-12-30,8104.283,1.435,19823.466,1.04041,74.598,0.56286,28.868,1.25448,0.90297,2606.455,21194.976,162.568,156.229,0.62157,5903.139
2024-12-31,8148.404,1.43814,19810.499,1.03531,74.663,0.55934,28.887,1.25116,0.90749,2624.155,21035.775,162.773,157.197,0.61871,5887.323

