decision,train_rows,rank_correlation,winner_minus_loser,quartile,rolling20_rank,rolling20_spread
2025-09-18 05:00:00+00:00,336,-0.316227766016838,-0.0017418582437351005,4,0.152704627669473,-0.00020766818932484008
2025-09-25 05:00:00+00:00,340,0.7999999999999999,0.012734712059042499,4,0.258113883008419,0.00041271321066850986
2025-10-02 05:00:00+00:00,344,0.7999999999999999,0.0073296404881322995,4,0.258113883008419,0.0006358256782013199
2025-10-09 05:00:00+00:00,348,0.7999999999999999,0.027354683658201602,4,0.35811388300841895,0.002098666855440965
2025-10-16 05:00:00+00:00,352,-0.39999999999999997,-0.0083520079635504,4,0.35811388300841895,0.00171406151653446
2025-10-23 05:00:00+00:00,356,-0.39999999999999997,-0.0167753141714206,4,0.35811388300841895,0.0008218548106432348
2025-10-30 05:00:00+00:00,360,0.7999999999999999,0.017290676581476698,4,0.39999999999999997,0.0019649781341439998
2025-11-06 05:00:00+00:00,364,-0.21081851067789195,0.0029040102492562,4,0.35811388300841895,0.0014308029416323848
2025-11-13 05:00:00+00:00,368,-0.7999999999999999,-0.010455169608710698,4,0.258113883008419,0.0008770204842962097
2025-11-20 05:00:00+00:00,372,0.7999999999999999,0.0069056552349363995,4,0.35811388300841895,0.0008444329340816497
2025-11-27 05:00:00+00:00,376,-0.21081851067789195,-0.0048046147013995006,4,0.35811388300841895,0.0008999275434099597
2025-12-04 05:00:00+00:00,380,0.0,0.0030755035212571002,4,0.158113883008419,0.0009084225146125448
2025-12-11 05:00:00+00:00,384,-0.7999999999999999,-0.0013682922480115,4,-0.10540925533894598,0.0006462251750632949
2025-12-18 05:00:00+00:00,388,0.0,-0.0045142615576793995,4,-0.10540925533894598,0.0001317074563285549
