full_sample_skewness,annualized_high_minus_low_mean,bootstrap_probability_high_below_low,bottom_decile_high_vix_enrichment,preregistered_crash_signature_supported
-0.6091138791877297,0.0049629754439965215,0.4924,1.9294871794871795,False
