data_status,sessions,features,ridge_alpha,min_train_rows,cost_note
reused_histdata_2024_2025,519,"momentum,carry,value,stress,momentum_stress,carry_stress,value_stress",10.0,100,synthetic 4.4 pip; BID-only; no executable capacity
