ensemble_return_delta_at_2_2_pips,ensemble_sharpe_delta_at_2_2_pips,ensemble_net_return_at_4_4_pips,preregistered_hypothesis_supported
-0.09025048613743913,-0.4006247025963825,0.10403883305993955,False
