registered_fresh_assets_available,registered_fresh_assets_required,preregistered_test_evaluable,fresh_available_net_return,fresh_available_sharpe,fresh_available_positive_assets,fresh_available_leave_one_out_positive,fresh_available_bootstrap_probability_positive,descriptive_available_conditions_met,preregistered_hypothesis_supported
4,5,False,-0.03145021608355403,-0.6713797121031522,1,0,0.2422,False,False
