regime,observations,start,end,total_return,annualized_mean,sharpe,max_drawdown
low_vix,452,2024-01-31,2025-12-29,0.11568700938923926,0.061032151561792966,1.3599897482608378,-0.041690756392577466
high_vix,44,2024-08-05,2025-11-24,-0.05474250665920699,-0.3224334781225807,-5.130729489676601,-0.05271299495534898
