session_rule,asset,net_total_return_standalone,net_sharpe_standalone,annualized_turnover
new_york_17,EURUSD,-0.09899154205851635,-0.6122195271787291,35.01746056428392
new_york_17,USDJPY,0.04277966026594049,0.24086995921677273,48.03707393322095
new_york_00,EURUSD,0.0019317913945779974,0.010716287515973937,30.553503706090158
new_york_00,USDJPY,0.13627780986377092,0.7344756731963856,34.431953624125725
utc_00,EURUSD,-0.08106708966084908,-0.4983279120306952,36.84102106676382
utc_00,USDJPY,0.05706589167673659,0.32567523054293096,44.30764180449292
