all_boundary_portfolios_positive,median_portfolio_sharpe,median_sharpe_above_0_5,each_asset_positive_in_at_least_two_boundaries,primary_bootstrap_probability_positive,primary_probability_at_least_0_95,preregistered_hypothesis_supported
True,0.4628141056873251,False,True,0.6624,False,False
