check,observations,net_return,annualized_mean,sharpe,max_drawdown,mean_positive_probability,annualized_mean_ci_low,annualized_mean_ci_high
cost_0x,305.0,0.056883464930043814,0.04571069314309208,0.6825727559681647,-0.05520949551919907,,,
cost_1x,305.0,0.04631932088829438,0.037410513055691944,0.5585380203092063,-0.05619875426925047,,,
cost_2x,305.0,0.03586077140170474,0.029110332968291786,0.43437049267348077,-0.05718697719932908,,,
cost_4x,305.0,0.015256244736460145,0.012509972793491508,0.18623392802908698,-0.0599514425526696,,,
iid_bootstrap_5000,,,,,,0.7308,-0.08098652309754609,0.15228553679131215
