session_rule,asset,net_total_return_standalone,net_sharpe_standalone
calendar_all,EURUSD,0.05447419866087233,0.31607700204388745
calendar_all,USDJPY,0.31491735761417883,1.5465766986375147
nonzero_range,EURUSD,-0.009059060584343137,-0.05480716230440814
nonzero_range,USDJPY,0.18157289344252425,0.9391449613112113
full_session,EURUSD,-0.08969670558123655,-0.5667761105941623
full_session,USDJPY,0.15386925385394257,0.8091247769123407
