observations,start,end,total_return,annualized_mean,sharpe,max_drawdown,spot_total_return,carry_log_contribution,cost_log_drag,annualized_turnover
258,2025-01-01,2025-12-29,0.009788658537659423,0.009514523706213515,0.26169374594337147,-0.03600361460944557,0.023236485355270897,-0.01231813175778675,0.0009114369916794221,2.1081081081081083
