observations,start,end,total_return,annualized_mean,sharpe,max_drawdown,spot_total_return,carry_log_contribution,cost_log_drag,annualized_turnover,break_even_cost_multiplier
496,2024-01-31,2025-12-29,0.05461150584815799,0.0270150392510824,0.5726842130737783,-0.0637097794521917,0.05456193875947335,0.013850221006180307,0.013803219571736459,14.566473988439306,4.852177959796845
