session_close_est,asset,net_total_return_standalone,net_sharpe_standalone,annualized_turnover
16,EURUSD,0.03199140606807416,0.5741671667335237,39.23867581609456
16,USDJPY,0.02153314679398899,0.2354742517545111,30.16941529007105
17,EURUSD,0.014712429334731603,0.26197097983729367,43.500322468567234
17,USDJPY,0.02574793323910507,0.2886855820609892,30.82072698876665
18,EURUSD,0.026178311196810133,0.4638331821700575,34.984659733040274
18,USDJPY,0.026018163537552708,0.2933612499519843,30.62167976536125
