regime,observations,total_return,annualized_mean,sharpe,max_drawdown
low_vix,321,-0.11624304810571673,-0.09701073287180016,-2.1421202734420293,-0.14624865141668686
high_vix,44,0.046365257744843014,0.2595743151645001,6.156286428232186,-0.004870145696673656
