session_rule,oos_start,oos_end,observations,annualization,gross_total_return,net_total_return,net_annualized_return,net_sharpe,net_max_drawdown,annualized_turnover,cost_drag_log_return
new_york_17,2021-01-03,2023-02-26,454,194.5,0.00653375902182507,-0.030694427092797905,-0.013267171989835402,-0.23036125711152447,-0.12439406475792625,41.52726724875243,0.03768787462639682
new_york_00,2021-01-04,2023-02-27,350,151.5,0.09844369750923554,0.06699243744213845,0.02846576027636738,0.44469527996425245,-0.061008678146372675,32.49272866510794,0.029050472943297437
utc_00,2021-01-04,2023-02-27,450,194.0,0.022205746655361125,-0.014417615691740715,-0.006241278530424221,-0.1087613658118149,-0.11563867204800593,40.57433143562838,0.03648534861299171
