excluded_asset,net_return
"AUDUSD",0.0010242548041677218
"DJIUSD",0.0010654679221809057
"EURUSD",0.0010034125632997902
"GBPUSD",0.0010233446949516958
"NSXUSD",0.0010511403263584237
"NZDUSD",0.0010041611825055514
"RTYUSD",0.0008284521978926849
"SPXUSD",0.0011419907653296185
"USDCAD",0.0010257440719556434
"USDCHF",0.0009903349418929044
"USDJPY",0.0010810422188679103
"XAGUSD",0.0011004375362103763
"XAUUSD",0.0009430806174570874
