Date,date_time,year,regime,scheduled,rate_contracts,rate_surprise,sp_future,product,valid,classification
2018-09-26,2018-09-26 14:00:00,2018,2008-2019,True,10,0.0034999999999982294,0.00230552472034839,8.069336521215283e-06,True,information
2018-11-08,2018-11-08 14:00:00,2018,2008-2019,True,10,0.004249999999996109,0.000980130089993762,4.165552882469675e-06,True,information
2018-12-19,2018-12-19 14:00:00,2018,2008-2019,True,10,0.024249999999999206,-0.009135970453882787,-0.00022154728350665034,True,conventional
2019-01-30,2019-01-30 14:00:00,2019,2008-2019,True,10,-0.013749999999998819,0.007805887331891281,-0.0001073309508134959,True,conventional
2019-03-20,2019-03-20 14:00:00,2019,2008-2019,True,10,-0.014499999999998148,0.005134106399929185,-7.444454279896368e-05,True,conventional
2019-05-01,2019-05-01 14:00:00,2019,2008-2019,True,10,-0.03450000000000125,0.001865197117422636,-6.434930055108328e-05,True,conventional
2019-06-19,2019-06-19 14:00:00,2019,2008-2019,True,10,-0.0454999999999998,0.0023136246786632387,-0.00010526992287917689,True,conventional
2019-07-31,2019-07-31 14:00:00,2019,2008-2019,True,10,0.036749999999999214,-0.001492661083008541,-5.485529480056271e-05,True,conventional
2019-09-18,2019-09-18 14:00:00,2019,2008-2019,True,10,0.02187499999999853,-0.0039215686274509795,-8.578431372548441e-05,True,conventional
2019-10-04,2019-10-04 11:00:00,2019,2008-2019,False,10,0.00499999999999968,0.002137300162434812,1.0686500812173376e-05,True,information
2019-10-30,2019-10-30 14:00:00,2019,2008-2019,True,10,0.011000000000001332,0.001278350515463917,1.4061855670104788e-05,True,information
2019-12-11,2019-12-11 14:00:00,2019,2008-2019,True,10,-0.0010000000000004998,0.001674641148325359,-1.6746411483261962e-06,True,conventional
2020-01-29,2020-01-29 14:00:00,2020,2020-2026,True,10,0.0050000000000010895,0.000152079689757432,7.603984487873257e-07,True,information
2020-03-03,2020-03-03 10:00:00,2020,2020-2026,False,10,-0.15374999999999941,0.006278538812785388,-0.0009653253424657497,True,conventional
2020-03-15,2020-03-15 17:00:00,2020,2020-2026,False,10,-0.1025000000000003,-0.0256674473067915,0.0026309133489461367,True,information
2020-03-19,2020-03-19 09:00:00,2020,2020-2026,False,10,-0.01375000000000027,0.002205650666946749,-3.0327696670518396e-05,True,conventional
2020-03-23,2020-03-23 08:00:00,2020,2020-2026,False,10,-0.01900000000000117,0.06305084745762712,-0.001197966101694989,True,conventional
2020-03-31,2020-03-31 08:30:00,2020,2020-2026,False,10,-0.003749999999998,0.0016477658233982739,-6.179121837740232e-06,True,conventional
2020-04-29,2020-04-29 14:00:00,2020,2020-2026,True,10,-0.012749999999998322,-0.002044118899582659,2.6062515969675472e-05,True,information
2020-06-10,2020-06-10 14:00:00,2020,2020-2026,True,10,-0.00250000000000196,0.005547308383467458,-1.3868270958679517e-05,True,conventional
2020-07-29,2020-07-29 14:00:00,2020,2020-2026,True,10,-0.00200000000000101,0.00077154540544711,-1.5430908108949994e-06,True,conventional
2020-08-27,2020-08-27 09:10:00,2020,2020-2026,False,10,-0.00150000000000004,0.002374271530325922,-3.5614072954889775e-06,True,conventional
2020-09-16,2020-09-16 14:00:00,2020,2020-2026,True,10,-0.00199999999999958,0.004328051643192488,-8.656103286383157e-06,True,conventional
2020-11-05,2020-11-05 14:00:00,2020,2020-2026,True,10,0.00024999999999977,0.00021353833013025797,5.338458253251538e-08,True,information
2020-12-16,2020-12-16 14:00:00,2020,2020-2026,True,10,-0.00025000000000118997,-0.001690102758247701,4.225256895639364e-07,True,information
2021-01-27,2021-01-27 14:00:00,2021,2020-2026,True,10,0.00324999999999866,-0.003107848971764861,-1.0100509158231635e-05,True,conventional
2021-03-17,2021-03-17 14:00:00,2021,2020-2026,True,10,-0.00749999999999883,0.005326907223032532,-3.995180417273776e-05,True,conventional
2021-04-28,2021-04-28 14:00:00,2021,2020-2026,True,10,-0.0059999999999987685,0.000718046912398276,-4.308281474388772e-06,True,conventional
2021-06-16,2021-06-16 14:00:00,2021,2020-2026,True,10,0.014499999999999569,-0.0049624859691616945,-7.195604655284243e-05,True,conventional
2021-07-28,2021-07-28 14:00:00,2021,2020-2026,True,10,-0.00100000000000192,0.001937101185050136,-1.937101185053855e-06,True,conventional
2021-09-22,2021-09-22 14:00:00,2021,2020-2026,True,10,0.00150000000000004,0.003992015968063872,5.988023952095967e-06,True,information
2021-11-03,2021-11-03 14:00:00,2021,2020-2026,True,10,0.0017500000000012401,0.002328856152512998,4.0754982669006345e-06,True,information
2021-12-15,2021-12-15 14:00:00,2021,2020-2026,True,10,0.02199999999999702,0.00599870298313878,0.0001319714656290353,True,information
2022-01-26,2022-01-26 14:00:00,2022,2020-2026,True,10,-0.00575000000000042,-0.002436398662813757,1.4009292311180126e-05,True,information
2022-03-16,2022-03-16 14:00:00,2022,2020-2026,True,10,0.05699999999999787,-0.007653504957383893,-0.00043624978257086563,True,conventional
2022-05-04,2022-05-04 14:00:00,2022,2020-2026,True,10,-0.028499999999998183,-0.002152852529601722,6.135629709364516e-05,True,information
2022-06-15,2022-06-15 14:00:00,2022,2020-2026,True,10,0.06325000000000072,-0.001260281241708676,-7.971278853807467e-05,True,conventional
2022-07-27,2022-07-27 14:00:00,2022,2020-2026,True,10,-0.0074999999999974115,0.000502891626854412,-3.7716872014067883e-06,True,conventional
2022-09-21,2022-09-21 14:00:00,2022,2020-2026,True,10,0.0627499999999969,-0.0137891226269882,-0.0008652674448434669,True,conventional
2022-11-02,2022-11-02 14:00:00,2022,2020-2026,True,10,-0.05649999999999546,0.007004345288280692,-0.00039574550878782727,True,conventional
2022-12-14,2022-12-14 14:00:00,2022,2020-2026,True,10,0.05737499999999753,-0.01153964825671089,-0.0006620873187287589,True,conventional
2023-02-01,2023-02-01 14:00:00,2023,2020-2026,True,10,0.008749999999999139,0.001351434363290128,1.1825050678787455e-05,True,information
2023-03-22,2023-03-22 14:00:00,2023,2020-2026,True,10,-0.01800000000000212,0.002727498140342177,-4.9094966526164965e-05,True,conventional
2023-05-03,2023-05-03 14:00:00,2023,2020-2026,True,10,0.013249999999999271,0.000903941183560323,1.1977220682173621e-05,True,information
2023-06-14,2023-06-14 14:00:00,2023,2020-2026,True,10,0.05224999999999793,-0.006741316270566728,-0.00035223377513709755,True,conventional
2023-07-26,2023-07-26 14:00:00,2023,2020-2026,True,10,0.00349999999999964,0.0008727907484180659,3.0547676194629166e-06,True,information
2023-09-20,2023-09-20 14:00:00,2023,2020-2026,True,10,0.04099999999999678,-0.001890989988876529,-7.75305895439316e-05,True,conventional
2023-11-01,2023-11-01 14:00:00,2023,2020-2026,True,10,-0.01174999999999922,5.9126116005439e-05,-6.947318630638621e-07,True,conventional
2023-12-13,2023-12-13 14:00:00,2023,2020-2026,True,10,-0.054500000000000125,0.006293706293706294,-0.00034300699300699383,True,conventional
2024-01-31,2024-01-31 14:00:00,2024,2020-2026,True,10,0.016374999999999272,-0.0031027466937945058,-5.0807477110882774e-05,True,conventional
2024-03-20,2024-03-20 14:00:00,2024,2020-2026,True,10,-0.017000000000000133,0.0023866348448687348,-4.0572792362768806e-05,True,conventional
2024-05-01,2024-05-01 14:00:00,2024,2020-2026,True,10,0.0002499999999997698,0.001187472168621047,2.9686804215498837e-07,True,information
2024-06-12,2024-06-12 14:00:00,2024,2020-2026,True,10,0.01700000000000155,4.5977011494252e-05,7.816091954023552e-07,True,information
2024-07-31,2024-07-31 14:00:00,2024,2020-2026,True,10,0.011999999999997579,0.0018907846756403902,2.2689416107680104e-05,True,information
2024-09-18,2024-09-18 14:00:00,2024,2020-2026,True,10,-0.1067499999999995,0.0035896299578994017,-0.00038319299800575933,True,conventional
2024-11-07,2024-11-07 14:00:00,2024,2020-2026,True,10,0.00999999999999939,0.000125146003670949,1.2514600367094137e-06,True,information
2024-12-18,2024-12-18 14:00:00,2024,2020-2026,True,10,0.050999999999999046,-0.007914262159934049,-0.0004036273701566289,True,conventional
2025-01-29,2025-01-29 14:00:00,2025,2020-2026,True,10,0.01650000000000057,-0.0035424475841331297,-5.845038513819866e-05,True,conventional
2025-03-19,2025-03-19 14:00:00,2025,2020-2026,True,10,-0.02100000000000076,0.0037675634945259517,-7.911883338504786e-05,True,conventional
2025-05-07,2025-05-07 14:00:00,2025,2020-2026,True,10,-0.01424999999999696,-0.0048802129547471165,6.954303460513157e-05,True,information
2025-06-18,2025-06-18 14:00:00,2025,2020-2026,True,10,-0.01775000000000089,-0.000666278004497376,1.1826434579829017e-05,True,information
2025-07-30,2025-07-30 14:00:00,2025,2020-2026,True,10,-0.005750000000001851,-0.000467380720545277,2.687439143136208e-06,True,information
2025-09-17,2025-09-17 14:00:00,2025,2020-2026,True,10,-0.03900000000000145,-0.000833270206802515,3.249753806529929e-05,True,information
2025-10-29,2025-10-29 14:00:00,2025,2020-2026,True,10,0.00749999999999883,-0.000720772668300418,-5.405795012252291e-06,True,conventional
2025-12-10,2025-12-10 14:00:00,2025,2020-2026,True,10,-0.008749999999999111,0.0029943399671352932,-2.6200474712431155e-05,True,conventional
2026-01-28,2026-01-28 14:00:00,2026,2020-2026,True,10,0.0034999999999996297,-0.00017853317146325698,-6.248661001213333e-07,True,conventional
2026-03-18,2026-03-18 14:00:00,2026,2020-2026,True,10,-0.005249999999998039,-0.000749147844327078,3.933026182715691e-06,True,information
2026-04-29,2026-04-29 14:00:00,2026,2020-2026,True,10,0.0122500000000002,-0.001187524012434075,-1.4547169152317656e-05,True,conventional
2026-06-17,2026-06-17 14:00:00,2026,2020-2026,True,10,0.05750000000000166,-0.003228490597437177,-0.00018563820935264304,True,conventional
2026-07-29,2026-07-29 14:00:00,2026,2020-2026,True,10,-0.06299999999999953,0.0012810572093180051,-8.070660418703372e-05,True,conventional
2026-09-16,2026-09-16 14:00:00,2026,2020-2026,True,10,0.040625000000002784,0.00039416633819471805,1.6013007489161517e-05,True,information
