matched_event_id,asset,control_release_utc,weeks_before,jump_bps
FOMC_2024_05_01,NZDUSD,2024-04-17 18:00:00+00:00,2,4.744878162601453
FOMC_2024_05_01,NZDUSD,2024-04-10 18:00:00+00:00,3,5.358877443449041
FOMC_2024_05_01,NZDUSD,2024-04-03 18:00:00+00:00,4,6.497888414970838
FOMC_2024_05_01,USDJPY,2024-04-24 18:00:00+00:00,1,1.3539433621039538
FOMC_2024_05_01,USDJPY,2024-04-17 18:00:00+00:00,2,7.130217514428756
FOMC_2024_05_01,USDJPY,2024-04-10 18:00:00+00:00,3,0.26150456653754867
FOMC_2024_05_01,USDJPY,2024-04-03 18:00:00+00:00,4,1.120806454381796
FOMC_2024_05_01,USDCHF,2024-04-24 18:00:00+00:00,1,4.050244985720944
FOMC_2024_05_01,USDCHF,2024-04-17 18:00:00+00:00,2,6.587181583288423
FOMC_2024_05_01,USDCHF,2024-04-10 18:00:00+00:00,3,6.01569567784759
FOMC_2024_05_01,USDCHF,2024-04-03 18:00:00+00:00,4,3.8716172228551327
FOMC_2024_05_01,USDCAD,2024-04-24 18:00:00+00:00,1,2.4787845334119263
FOMC_2024_05_01,USDCAD,2024-04-17 18:00:00+00:00,2,2.680372805192698
FOMC_2024_05_01,USDCAD,2024-04-10 18:00:00+00:00,3,6.937674404759119
FOMC_2024_05_01,USDCAD,2024-04-03 18:00:00+00:00,4,3.399525577217855
FOMC_2024_05_01,EURJPY,2024-04-24 18:00:00+00:00,1,5.065734036685004
FOMC_2024_05_01,EURJPY,2024-04-17 18:00:00+00:00,2,5.416310529598549
FOMC_2024_05_01,EURJPY,2024-04-10 18:00:00+00:00,3,3.958912629780593
FOMC_2024_05_01,EURJPY,2024-04-03 18:00:00+00:00,4,2.9834661400016564
FOMC_2024_05_01,XAUUSD,2024-04-24 18:00:00+00:00,1,8.270730169920407
FOMC_2024_05_01,XAUUSD,2024-04-17 18:00:00+00:00,2,5.824517584402569
FOMC_2024_05_01,XAUUSD,2024-04-10 18:00:00+00:00,3,25.08793863130655
FOMC_2024_05_01,XAUUSD,2024-04-03 18:00:00+00:00,4,14.551464557375708
FOMC_2024_05_01,XAGUSD,2024-04-24 18:00:00+00:00,1,13.20761831207817
FOMC_2024_05_01,XAGUSD,2024-04-17 18:00:00+00:00,2,0.0
FOMC_2024_05_01,XAGUSD,2024-04-10 18:00:00+00:00,3,36.070823560146884
FOMC_2024_05_01,XAGUSD,2024-04-03 18:00:00+00:00,4,22.696417385313655
FOMC_2024_05_01,SPXUSD,2024-04-24 18:00:00+00:00,1,10.9188520656282
FOMC_2024_05_01,SPXUSD,2024-04-17 18:00:00+00:00,2,4.942472117850106
FOMC_2024_05_01,SPXUSD,2024-04-10 18:00:00+00:00,3,31.519738148310612
FOMC_2024_05_01,SPXUSD,2024-04-03 18:00:00+00:00,4,4.236966533241654
FOMC_2024_05_01,NSXUSD,2024-04-24 18:00:00+00:00,1,8.84120895299983
FOMC_2024_05_01,NSXUSD,2024-04-17 18:00:00+00:00,2,9.634282947031378
FOMC_2024_05_01,NSXUSD,2024-04-10 18:00:00+00:00,3,30.320831397337386
FOMC_2024_05_01,NSXUSD,2024-04-03 18:00:00+00:00,4,6.7001534052484075
FOMC_2024_06_12,EURUSD,2024-06-05 18:00:00+00:00,1,2.485055167207571
FOMC_2024_06_12,EURUSD,2024-05-29 18:00:00+00:00,2,4.161176285857729
FOMC_2024_06_12,EURUSD,2024-05-22 18:00:00+00:00,3,0.9222029590814764
FOMC_2024_06_12,EURUSD,2024-05-15 18:00:00+00:00,4,3.955132295543655
FOMC_2024_06_12,GBPUSD,2024-06-05 18:00:00+00:00,1,2.7392650331932766
FOMC_2024_06_12,GBPUSD,2024-05-29 18:00:00+00:00,2,3.9326108323297064
FOMC_2024_06_12,GBPUSD,2024-05-22 18:00:00+00:00,3,0.7845413967289389
FOMC_2024_06_12,GBPUSD,2024-05-15 18:00:00+00:00,4,1.1835206597340175
FOMC_2024_06_12,AUDUSD,2024-06-05 18:00:00+00:00,1,2.4087316638838625
FOMC_2024_06_12,AUDUSD,2024-05-29 18:00:00+00:00,2,4.986815266286161
FOMC_2024_06_12,AUDUSD,2024-05-22 18:00:00+00:00,3,1.9577576207998892
FOMC_2024_06_12,AUDUSD,2024-05-15 18:00:00+00:00,4,3.8880249323357936
FOMC_2024_06_12,NZDUSD,2024-06-05 18:00:00+00:00,1,3.7190049665037352
FOMC_2024_06_12,NZDUSD,2024-05-29 18:00:00+00:00,2,4.577706648949964
FOMC_2024_06_12,NZDUSD,2024-05-22 18:00:00+00:00,3,0.6548466842544354
FOMC_2024_06_12,NZDUSD,2024-05-15 18:00:00+00:00,4,4.5783803144520965
FOMC_2024_06_12,USDJPY,2024-06-05 18:00:00+00:00,1,4.4196347795257775
FOMC_2024_06_12,USDJPY,2024-05-29 18:00:00+00:00,2,1.6489928496459398
FOMC_2024_06_12,USDJPY,2024-05-22 18:00:00+00:00,3,0.12780859385221457
FOMC_2024_06_12,USDJPY,2024-05-15 18:00:00+00:00,4,2.452087513093745
FOMC_2024_06_12,USDCHF,2024-06-05 18:00:00+00:00,1,0.11187997516344873
FOMC_2024_06_12,USDCHF,2024-05-29 18:00:00+00:00,2,2.4079769826187754
FOMC_2024_06_12,USDCHF,2024-05-22 18:00:00+00:00,3,1.8603124284224595
FOMC_2024_06_12,USDCHF,2024-05-15 18:00:00+00:00,4,6.755073482968871
FOMC_2024_06_12,USDCAD,2024-06-05 18:00:00+00:00,1,2.919431023633206
FOMC_2024_06_12,USDCAD,2024-05-29 18:00:00+00:00,2,3.3557781707845558
FOMC_2024_06_12,USDCAD,2024-05-22 18:00:00+00:00,3,1.3908867657594004
FOMC_2024_06_12,USDCAD,2024-05-15 18:00:00+00:00,4,0.36764030077043786
FOMC_2024_06_12,EURJPY,2024-06-05 18:00:00+00:00,1,2.063369017285964
FOMC_2024_06_12,EURJPY,2024-05-29 18:00:00+00:00,2,2.580493827000114
FOMC_2024_06_12,EURJPY,2024-05-22 18:00:00+00:00,3,0.7071927397837304
FOMC_2024_06_12,EURJPY,2024-05-15 18:00:00+00:00,4,1.6025403266092992
FOMC_2024_06_12,XAUUSD,2024-06-05 18:00:00+00:00,1,3.018823022105579
FOMC_2024_06_12,XAUUSD,2024-05-29 18:00:00+00:00,2,1.5676247505786247
FOMC_2024_06_12,XAUUSD,2024-05-22 18:00:00+00:00,3,2.0472368640996623
FOMC_2024_06_12,XAUUSD,2024-05-15 18:00:00+00:00,4,3.0059030376138804
FOMC_2024_06_12,XAGUSD,2024-06-05 18:00:00+00:00,1,8.362183351494442
FOMC_2024_06_12,XAGUSD,2024-05-29 18:00:00+00:00,2,16.491128089811596
FOMC_2024_06_12,XAGUSD,2024-05-22 18:00:00+00:00,3,15.635722827436583
FOMC_2024_06_12,XAGUSD,2024-05-15 18:00:00+00:00,4,1.3598504185503733
FOMC_2024_06_12,SPXUSD,2024-06-05 18:00:00+00:00,1,4.254161271007197
FOMC_2024_06_12,SPXUSD,2024-05-29 18:00:00+00:00,2,7.0735186637293825
FOMC_2024_06_12,SPXUSD,2024-05-22 18:00:00+00:00,3,2.8279405222873506
FOMC_2024_06_12,SPXUSD,2024-05-15 18:00:00+00:00,4,3.365574994382859
FOMC_2024_06_12,NSXUSD,2024-06-05 18:00:00+00:00,1,6.170628511324391
FOMC_2024_06_12,NSXUSD,2024-05-29 18:00:00+00:00,2,8.327215177878436
FOMC_2024_06_12,NSXUSD,2024-05-22 18:00:00+00:00,3,2.4029820166236604
FOMC_2024_06_12,NSXUSD,2024-05-15 18:00:00+00:00,4,5.742946030091508
FOMC_2024_07_31,EURUSD,2024-07-24 18:00:00+00:00,1,3.0410122197367198
FOMC_2024_07_31,EURUSD,2024-07-17 18:00:00+00:00,2,1.280983797307566
FOMC_2024_07_31,EURUSD,2024-07-10 18:00:00+00:00,3,2.032050992997664
FOMC_2024_07_31,EURUSD,2024-07-03 18:00:00+00:00,4,2.0383015459737077
FOMC_2024_07_31,GBPUSD,2024-07-24 18:00:00+00:00,1,1.3152855542590045
FOMC_2024_07_31,GBPUSD,2024-07-17 18:00:00+00:00,2,1.1535222815622381
FOMC_2024_07_31,GBPUSD,2024-07-10 18:00:00+00:00,3,0.9342738363412689
FOMC_2024_07_31,GBPUSD,2024-07-03 18:00:00+00:00,4,2.901585305398582
FOMC_2024_07_31,AUDUSD,2024-07-24 18:00:00+00:00,1,2.1222732658067107
FOMC_2024_07_31,AUDUSD,2024-07-17 18:00:00+00:00,2,1.3382800147853822
FOMC_2024_07_31,AUDUSD,2024-07-10 18:00:00+00:00,3,1.7788055367756612
FOMC_2024_07_31,AUDUSD,2024-07-03 18:00:00+00:00,4,3.128748004873521
FOMC_2024_07_31,NZDUSD,2024-07-24 18:00:00+00:00,1,0.6730267698937832
FOMC_2024_07_31,NZDUSD,2024-07-17 18:00:00+00:00,2,0.16470258830578563
FOMC_2024_07_31,NZDUSD,2024-07-10 18:00:00+00:00,3,2.7949723561894255
FOMC_2024_07_31,NZDUSD,2024-07-03 18:00:00+00:00,4,2.7824834662672955
FOMC_2024_07_31,USDJPY,2024-07-24 18:00:00+00:00,1,3.7782309209079323
FOMC_2024_07_31,USDJPY,2024-07-17 18:00:00+00:00,2,5.5036831267829465
FOMC_2024_07_31,USDJPY,2024-07-10 18:00:00+00:00,3,0.9895356611982465
FOMC_2024_07_31,USDJPY,2024-07-03 18:00:00+00:00,4,2.104637638688901
FOMC_2024_07_31,USDCHF,2024-07-24 18:00:00+00:00,1,2.7141952577737856
FOMC_2024_07_31,USDCHF,2024-07-17 18:00:00+00:00,2,2.2612412049270536
FOMC_2024_07_31,USDCHF,2024-07-10 18:00:00+00:00,3,2.0018906812123083
FOMC_2024_07_31,USDCHF,2024-07-03 18:00:00+00:00,4,1.1101120114418614
FOMC_2024_07_31,USDCAD,2024-07-24 18:00:00+00:00,1,0.9426881848265269
FOMC_2024_07_31,USDCAD,2024-07-17 18:00:00+00:00,2,0.07301801719452826
FOMC_2024_07_31,USDCAD,2024-07-10 18:00:00+00:00,3,0.2203492535772839
FOMC_2024_07_31,USDCAD,2024-07-03 18:00:00+00:00,4,0.4401699056542081
FOMC_2024_07_31,EURJPY,2024-07-24 18:00:00+00:00,1,6.663285246042967
FOMC_2024_07_31,EURJPY,2024-07-17 18:00:00+00:00,2,6.9681721322939385
FOMC_2024_07_31,EURJPY,2024-07-10 18:00:00+00:00,3,0.8568711071152999
FOMC_2024_07_31,EURJPY,2024-07-03 18:00:00+00:00,4,4.071953188656518
FOMC_2024_07_31,XAUUSD,2024-07-24 18:00:00+00:00,1,11.78743058854696
FOMC_2024_07_31,XAUUSD,2024-07-17 18:00:00+00:00,2,7.703729527159581
FOMC_2024_07_31,XAUUSD,2024-07-10 18:00:00+00:00,3,1.3459544625051545
FOMC_2024_07_31,XAUUSD,2024-07-03 18:00:00+00:00,4,1.7280459134279291
FOMC_2024_07_31,XAGUSD,2024-07-24 18:00:00+00:00,1,7.197080352473392
FOMC_2024_07_31,XAGUSD,2024-07-17 18:00:00+00:00,2,12.600306727119325
FOMC_2024_07_31,XAGUSD,2024-07-10 18:00:00+00:00,3,2.2686393122852597
FOMC_2024_07_31,XAGUSD,2024-07-03 18:00:00+00:00,4,1.639639938742518
FOMC_2024_07_31,SPXUSD,2024-07-24 18:00:00+00:00,1,4.460669577571514
FOMC_2024_07_31,SPXUSD,2024-07-17 18:00:00+00:00,2,7.824276839054712
FOMC_2024_07_31,SPXUSD,2024-07-10 18:00:00+00:00,3,10.087778057771109
FOMC_2024_07_31,SPXUSD,2024-07-03 18:00:00+00:00,4,3.282179591783058
FOMC_2024_07_31,NSXUSD,2024-07-24 18:00:00+00:00,1,1.0362217423620437
FOMC_2024_07_31,NSXUSD,2024-07-17 18:00:00+00:00,2,6.55914206993809
FOMC_2024_07_31,NSXUSD,2024-07-10 18:00:00+00:00,3,13.268701204455702
FOMC_2024_07_31,NSXUSD,2024-07-03 18:00:00+00:00,4,11.507081706697276
FOMC_2024_09_18,EURUSD,2024-09-11 18:00:00+00:00,1,1.9967688715627385
FOMC_2024_09_18,EURUSD,2024-09-04 18:00:00+00:00,2,0.2707129224978179
FOMC_2024_09_18,EURUSD,2024-08-28 18:00:00+00:00,3,1.4394702774235224
FOMC_2024_09_18,EURUSD,2024-08-21 18:00:00+00:00,4,0.8971426014189637
FOMC_2024_09_18,GBPUSD,2024-09-11 18:00:00+00:00,1,3.5276073985444834
FOMC_2024_09_18,GBPUSD,2024-09-04 18:00:00+00:00,2,0.9127835340206335
FOMC_2024_09_18,GBPUSD,2024-08-28 18:00:00+00:00,3,1.213490987526291
FOMC_2024_09_18,GBPUSD,2024-08-21 18:00:00+00:00,4,0.7640528422656284
FOMC_2024_09_18,AUDUSD,2024-09-11 18:00:00+00:00,1,1.3515238451908367
FOMC_2024_09_18,AUDUSD,2024-09-04 18:00:00+00:00,2,0.4462127691972802
FOMC_2024_09_18,AUDUSD,2024-08-28 18:00:00+00:00,3,0.5903884757893438
FOMC_2024_09_18,AUDUSD,2024-08-21 18:00:00+00:00,4,3.2638528588824203
FOMC_2024_09_18,NZDUSD,2024-09-11 18:00:00+00:00,1,1.795815754129976
FOMC_2024_09_18,NZDUSD,2024-09-04 18:00:00+00:00,2,0.8064190964404798
FOMC_2024_09_18,NZDUSD,2024-08-28 18:00:00+00:00,3,1.2832028761366305
FOMC_2024_09_18,NZDUSD,2024-08-21 18:00:00+00:00,4,2.5994281404498234
FOMC_2024_09_18,USDJPY,2024-09-11 18:00:00+00:00,1,1.5497759900295967
FOMC_2024_09_18,USDJPY,2024-09-04 18:00:00+00:00,2,2.01337856015442
FOMC_2024_09_18,USDJPY,2024-08-28 18:00:00+00:00,3,0.6910181464111129
FOMC_2024_09_18,USDJPY,2024-08-21 18:00:00+00:00,4,3.3750159600461824
FOMC_2024_09_18,USDCHF,2024-09-11 18:00:00+00:00,1,2.1170493116331333
FOMC_2024_09_18,USDCHF,2024-09-04 18:00:00+00:00,2,2.476634148931862
FOMC_2024_09_18,USDCHF,2024-08-28 18:00:00+00:00,3,0.5932288856744548
FOMC_2024_09_18,USDCHF,2024-08-21 18:00:00+00:00,4,1.4096253943862456
FOMC_2024_09_18,USDCAD,2024-09-11 18:00:00+00:00,1,0.5890842686731848
FOMC_2024_09_18,USDCAD,2024-09-04 18:00:00+00:00,2,1.0360240366835125
FOMC_2024_09_18,USDCAD,2024-08-28 18:00:00+00:00,3,1.3363822667122391
FOMC_2024_09_18,USDCAD,2024-08-21 18:00:00+00:00,4,3.3844682661299275
FOMC_2024_09_18,EURJPY,2024-09-11 18:00:00+00:00,1,3.3246806694747546
FOMC_2024_09_18,EURJPY,2024-09-04 18:00:00+00:00,2,2.1927420326862443
FOMC_2024_09_18,EURJPY,2024-08-28 18:00:00+00:00,3,0.5595257709693333
FOMC_2024_09_18,EURJPY,2024-08-21 18:00:00+00:00,4,2.2245703890194837
FOMC_2024_09_18,XAUUSD,2024-09-11 18:00:00+00:00,1,4.96776921615324
FOMC_2024_09_18,XAUUSD,2024-09-04 18:00:00+00:00,2,2.7682304273912814
FOMC_2024_09_18,XAUUSD,2024-08-28 18:00:00+00:00,3,1.119366439763963
FOMC_2024_09_18,XAUUSD,2024-08-21 18:00:00+00:00,4,3.390087416955762
FOMC_2024_09_18,XAGUSD,2024-09-11 18:00:00+00:00,1,12.918319622072508
FOMC_2024_09_18,XAGUSD,2024-09-04 18:00:00+00:00,2,3.1883801527745534
FOMC_2024_09_18,XAGUSD,2024-08-28 18:00:00+00:00,3,3.7656402889210545
FOMC_2024_09_18,XAGUSD,2024-08-21 18:00:00+00:00,4,5.4286975852280195
FOMC_2024_09_18,SPXUSD,2024-09-11 18:00:00+00:00,1,11.854888238214407
FOMC_2024_09_18,SPXUSD,2024-09-04 18:00:00+00:00,2,8.996272417143183
FOMC_2024_09_18,SPXUSD,2024-08-28 18:00:00+00:00,3,2.6321623043520828
FOMC_2024_09_18,SPXUSD,2024-08-21 18:00:00+00:00,4,2.61778310195093
FOMC_2024_09_18,NSXUSD,2024-09-11 18:00:00+00:00,1,16.944077872803543
FOMC_2024_09_18,NSXUSD,2024-09-04 18:00:00+00:00,2,2.520412460159876
FOMC_2024_09_18,NSXUSD,2024-08-28 18:00:00+00:00,3,1.5758973545868413
FOMC_2024_09_18,NSXUSD,2024-08-21 18:00:00+00:00,4,4.617980986845924
FOMC_2024_11_07,EURUSD,2024-10-31 18:00:00+00:00,1,7.824906615457444
FOMC_2024_11_07,EURUSD,2024-10-24 18:00:00+00:00,2,4.069590044973959
FOMC_2024_11_07,EURUSD,2024-10-17 18:00:00+00:00,3,2.3093088341322257
FOMC_2024_11_07,EURUSD,2024-10-10 18:00:00+00:00,4,3.484831846279119
FOMC_2024_11_07,AUDUSD,2024-10-31 18:00:00+00:00,1,3.0453915847557718
FOMC_2024_11_07,AUDUSD,2024-10-17 18:00:00+00:00,3,2.6866473787691922
FOMC_2024_11_07,AUDUSD,2024-10-10 18:00:00+00:00,4,7.145834878002526
FOMC_2024_11_07,AUDUSD,2024-10-03 18:00:00+00:00,5,0.8761298430037185
FOMC_2024_11_07,NZDUSD,2024-10-31 18:00:00+00:00,1,5.534823404324627
FOMC_2024_11_07,NZDUSD,2024-10-24 18:00:00+00:00,2,2.828501329119328
FOMC_2024_11_07,NZDUSD,2024-10-17 18:00:00+00:00,3,4.7842549435622415
FOMC_2024_11_07,NZDUSD,2024-10-10 18:00:00+00:00,4,6.424353461548713
FOMC_2024_11_07,USDJPY,2024-10-24 18:00:00+00:00,2,4.547716498601068
FOMC_2024_11_07,USDJPY,2024-10-17 18:00:00+00:00,3,4.7265744200337245
FOMC_2024_11_07,USDJPY,2024-10-10 18:00:00+00:00,4,4.2971189821748945
FOMC_2024_11_07,USDJPY,2024-10-03 18:00:00+00:00,5,6.885667517072284
FOMC_2024_11_07,USDCHF,2024-10-31 18:00:00+00:00,1,6.588795818088265
FOMC_2024_11_07,USDCHF,2024-10-24 18:00:00+00:00,2,0.5773772064628587
FOMC_2024_11_07,USDCHF,2024-10-17 18:00:00+00:00,3,2.4256285095614953
FOMC_2024_11_07,USDCHF,2024-10-10 18:00:00+00:00,4,4.4307119013186655
FOMC_2024_11_07,USDCAD,2024-10-31 18:00:00+00:00,1,3.0168079527742275
FOMC_2024_11_07,USDCAD,2024-10-24 18:00:00+00:00,2,2.88602372871618
FOMC_2024_11_07,USDCAD,2024-10-17 18:00:00+00:00,3,1.015309416416925
FOMC_2024_11_07,USDCAD,2024-10-10 18:00:00+00:00,4,4.0677868168962545
FOMC_2024_11_07,XAUUSD,2024-10-31 18:00:00+00:00,1,10.584232308291849
FOMC_2024_11_07,XAUUSD,2024-10-24 18:00:00+00:00,2,3.2171444830159746
FOMC_2024_11_07,XAUUSD,2024-10-17 18:00:00+00:00,3,6.388933989708306
FOMC_2024_11_07,XAUUSD,2024-10-10 18:00:00+00:00,4,11.240005825974148
FOMC_2024_11_07,XAGUSD,2024-10-31 18:00:00+00:00,1,12.244399717615943
FOMC_2024_11_07,XAGUSD,2024-10-17 18:00:00+00:00,3,8.223424570706047
FOMC_2024_11_07,XAGUSD,2024-10-10 18:00:00+00:00,4,18.07793370927045
FOMC_2024_11_07,XAGUSD,2024-10-03 18:00:00+00:00,5,17.447117863171503
FOMC_2024_11_07,SPXUSD,2024-10-31 18:00:00+00:00,1,0.4511054970407063
FOMC_2024_11_07,SPXUSD,2024-10-24 18:00:00+00:00,2,5.256204805509348
FOMC_2024_11_07,SPXUSD,2024-10-17 18:00:00+00:00,3,2.8580612955386786
FOMC_2024_11_07,SPXUSD,2024-10-10 18:00:00+00:00,4,7.858542494346974
FOMC_2024_11_07,NSXUSD,2024-10-31 18:00:00+00:00,1,0.01657904265782668
FOMC_2024_11_07,NSXUSD,2024-10-17 18:00:00+00:00,3,1.439511379942554
FOMC_2024_11_07,NSXUSD,2024-10-10 18:00:00+00:00,4,1.372560444515099
FOMC_2024_11_07,NSXUSD,2024-10-03 18:00:00+00:00,5,14.574869809337882
FOMC_2024_12_18,EURUSD,2024-12-11 19:00:00+00:00,1,2.098395688818839
FOMC_2024_12_18,EURUSD,2024-12-04 19:00:00+00:00,2,0.5702283766207067
FOMC_2024_12_18,EURUSD,2024-11-27 19:00:00+00:00,3,1.8928280800796549
FOMC_2024_12_18,EURUSD,2024-11-20 19:00:00+00:00,4,3.606818824933486
FOMC_2024_12_18,GBPUSD,2024-12-11 19:00:00+00:00,1,3.1407282036445863
FOMC_2024_12_18,GBPUSD,2024-12-04 19:00:00+00:00,2,0.8661042243746677
FOMC_2024_12_18,GBPUSD,2024-11-27 19:00:00+00:00,3,0.15777598965450523
FOMC_2024_12_18,GBPUSD,2024-11-20 19:00:00+00:00,4,1.106876868983934
FOMC_2024_12_18,AUDUSD,2024-12-11 19:00:00+00:00,1,1.099911222561024
FOMC_2024_12_18,AUDUSD,2024-12-04 19:00:00+00:00,2,1.0874208717856344
FOMC_2024_12_18,AUDUSD,2024-11-27 19:00:00+00:00,3,0.7697577576141424
FOMC_2024_12_18,AUDUSD,2024-11-20 19:00:00+00:00,4,1.539645884487464
FOMC_2024_12_18,NZDUSD,2024-12-11 19:00:00+00:00,1,1.5564875296228864
FOMC_2024_12_18,NZDUSD,2024-12-04 19:00:00+00:00,2,2.7295835848555483
FOMC_2024_12_18,NZDUSD,2024-11-27 19:00:00+00:00,3,0.5084530317605467
FOMC_2024_12_18,NZDUSD,2024-11-13 19:00:00+00:00,5,5.097446289839935
FOMC_2024_12_18,USDJPY,2024-12-11 19:00:00+00:00,1,1.57219314716627
FOMC_2024_12_18,USDJPY,2024-12-04 19:00:00+00:00,2,8.715293229142684
FOMC_2024_12_18,USDJPY,2024-11-27 19:00:00+00:00,3,4.705367851069184
FOMC_2024_12_18,USDJPY,2024-11-20 19:00:00+00:00,4,2.8974776050636883
FOMC_2024_12_18,USDCHF,2024-12-11 19:00:00+00:00,1,1.242860614782346
FOMC_2024_12_18,USDCHF,2024-12-04 19:00:00+00:00,2,3.2817866793717765
FOMC_2024_12_18,USDCHF,2024-11-27 19:00:00+00:00,3,0.45384405926052
FOMC_2024_12_18,USDCHF,2024-11-20 19:00:00+00:00,4,2.035876678146318
FOMC_2024_12_18,USDCAD,2024-12-11 19:00:00+00:00,1,2.6120996841050146
FOMC_2024_12_18,USDCAD,2024-12-04 19:00:00+00:00,2,2.0619949518618634
FOMC_2024_12_18,USDCAD,2024-11-27 19:00:00+00:00,3,0.07127456745270408
FOMC_2024_12_18,USDCAD,2024-11-20 19:00:00+00:00,4,1.07235922707074
FOMC_2024_12_18,EURJPY,2024-12-11 19:00:00+00:00,1,0.5623506257619496
FOMC_2024_12_18,EURJPY,2024-12-04 19:00:00+00:00,2,9.168134737214134
FOMC_2024_12_18,EURJPY,2024-11-27 19:00:00+00:00,3,2.9479375627056754
FOMC_2024_12_18,EURJPY,2024-11-20 19:00:00+00:00,4,0.7333932274427961
FOMC_2024_12_18,XAUUSD,2024-12-11 19:00:00+00:00,1,1.5103403083275935
FOMC_2024_12_18,XAUUSD,2024-12-04 19:00:00+00:00,2,4.3994505546927245
FOMC_2024_12_18,XAUUSD,2024-11-27 19:00:00+00:00,3,0.5685565487871217
FOMC_2024_12_18,XAUUSD,2024-11-20 19:00:00+00:00,4,6.265865394535226
FOMC_2024_12_18,XAGUSD,2024-12-11 19:00:00+00:00,1,13.51670146854017
FOMC_2024_12_18,XAGUSD,2024-12-04 19:00:00+00:00,2,18.22280272170225
FOMC_2024_12_18,XAGUSD,2024-11-27 19:00:00+00:00,3,9.310987637293511
FOMC_2024_12_18,XAGUSD,2024-11-20 19:00:00+00:00,4,5.175648688998326
FOMC_2024_12_18,SPXUSD,2024-12-11 19:00:00+00:00,1,0.8609836710886214
FOMC_2024_12_18,SPXUSD,2024-12-04 19:00:00+00:00,2,0.8957122556708285
FOMC_2024_12_18,SPXUSD,2024-11-27 19:00:00+00:00,3,0.4882467916856617
FOMC_2024_12_18,SPXUSD,2024-11-20 19:00:00+00:00,4,2.1432628400973064
FOMC_2024_12_18,NSXUSD,2024-12-11 19:00:00+00:00,1,1.4410632515150241
FOMC_2024_12_18,NSXUSD,2024-12-04 19:00:00+00:00,2,0.7049624906666598
FOMC_2024_12_18,NSXUSD,2024-11-27 19:00:00+00:00,3,2.3571846300967616
FOMC_2024_12_18,NSXUSD,2024-11-20 19:00:00+00:00,4,2.969912495774636
FOMC_2025_01_29,EURUSD,2025-01-22 19:00:00+00:00,1,3.7437185160971147
FOMC_2025_01_29,EURUSD,2025-01-15 19:00:00+00:00,2,0.09717087011753094
FOMC_2025_01_29,EURUSD,2025-01-08 19:00:00+00:00,3,3.684491242534017
FOMC_2025_01_29,EURUSD,2024-12-11 19:00:00+00:00,7,2.098395688818839
FOMC_2025_01_29,GBPUSD,2025-01-22 19:00:00+00:00,1,6.81563728248415
FOMC_2025_01_29,GBPUSD,2025-01-15 19:00:00+00:00,2,1.5539952020993189
FOMC_2025_01_29,GBPUSD,2025-01-08 19:00:00+00:00,3,5.827175846142615
FOMC_2025_01_29,GBPUSD,2024-12-11 19:00:00+00:00,7,3.1407282036445863
FOMC_2025_01_29,AUDUSD,2025-01-22 19:00:00+00:00,1,3.3448811684471798
FOMC_2025_01_29,AUDUSD,2025-01-15 19:00:00+00:00,2,2.088839978351224
FOMC_2025_01_29,AUDUSD,2025-01-08 19:00:00+00:00,3,6.925598414956858
FOMC_2025_01_29,AUDUSD,2024-12-11 19:00:00+00:00,7,1.099911222561024
FOMC_2025_01_29,NZDUSD,2025-01-22 19:00:00+00:00,1,4.762954886072949
FOMC_2025_01_29,NZDUSD,2025-01-15 19:00:00+00:00,2,1.4252881778645008
FOMC_2025_01_29,NZDUSD,2025-01-08 19:00:00+00:00,3,7.315876670146183
FOMC_2025_01_29,NZDUSD,2024-12-11 19:00:00+00:00,7,1.5564875296228864
FOMC_2025_01_29,USDJPY,2025-01-22 19:00:00+00:00,1,6.0045099505102755
FOMC_2025_01_29,USDJPY,2025-01-15 19:00:00+00:00,2,2.492148148739538
FOMC_2025_01_29,USDJPY,2025-01-08 19:00:00+00:00,3,1.9561506803213131
FOMC_2025_01_29,USDJPY,2024-12-11 19:00:00+00:00,7,1.57219314716627
FOMC_2025_01_29,USDCHF,2025-01-22 19:00:00+00:00,1,3.972808386322856
FOMC_2025_01_29,USDCHF,2025-01-15 19:00:00+00:00,2,0.8762993882463068
FOMC_2025_01_29,USDCHF,2025-01-08 19:00:00+00:00,3,2.633051392627577
FOMC_2025_01_29,USDCHF,2024-12-11 19:00:00+00:00,7,1.242860614782346
FOMC_2025_01_29,USDCAD,2025-01-22 19:00:00+00:00,1,0.13922728855085134
FOMC_2025_01_29,USDCAD,2025-01-15 19:00:00+00:00,2,0.3489073965234945
FOMC_2025_01_29,USDCAD,2025-01-08 19:00:00+00:00,3,2.4322023712262437
FOMC_2025_01_29,USDCAD,2024-12-11 19:00:00+00:00,7,2.6120996841050146
FOMC_2025_01_29,EURJPY,2025-01-22 19:00:00+00:00,1,2.268748610926063
FOMC_2025_01_29,EURJPY,2025-01-15 19:00:00+00:00,2,2.1732853640264485
FOMC_2025_01_29,EURJPY,2025-01-08 19:00:00+00:00,3,1.6519470068486373
FOMC_2025_01_29,EURJPY,2024-12-11 19:00:00+00:00,7,0.5623506257619496
FOMC_2025_01_29,XAUUSD,2025-01-22 19:00:00+00:00,1,0.21760772943540183
FOMC_2025_01_29,XAUUSD,2025-01-15 19:00:00+00:00,2,4.603916603402806
FOMC_2025_01_29,XAUUSD,2025-01-08 19:00:00+00:00,3,8.215270689792016
FOMC_2025_01_29,XAUUSD,2024-12-11 19:00:00+00:00,7,1.5103403083275935
