event_id,asset,weeks_before,control_release_utc,status,reason
FOMC_2023_06_14,XAGUSD,2,2023-05-31 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,XAGUSD,3,2023-05-24 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,XAGUSD,4,2023-05-17 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,XAGUSD,5,2023-05-10 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,XAGUSD,6,2023-05-03 18:00:00+00:00,rejected,FOMC date
FOMC_2023_06_14,XAGUSD,7,2023-04-26 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,XAGUSD,8,2023-04-19 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,XAGUSD,9,2023-04-12 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,XAGUSD,10,2023-04-05 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,XAGUSD,11,2023-03-29 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,XAGUSD,12,2023-03-22 18:00:00+00:00,rejected,FOMC date
FOMC_2023_06_14,XAGUSD,0,2023-06-14 18:00:00+00:00,event_rejected,missing/nonpositive observed quote
FOMC_2023_06_14,SPXUSD,1,2023-06-07 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,SPXUSD,2,2023-05-31 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,SPXUSD,3,2023-05-24 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,SPXUSD,4,2023-05-17 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,SPXUSD,5,2023-05-10 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,SPXUSD,6,2023-05-03 18:00:00+00:00,rejected,FOMC date
FOMC_2023_06_14,SPXUSD,7,2023-04-26 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,SPXUSD,8,2023-04-19 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,SPXUSD,9,2023-04-12 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,SPXUSD,10,2023-04-05 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,SPXUSD,11,2023-03-29 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,SPXUSD,12,2023-03-22 18:00:00+00:00,rejected,FOMC date
FOMC_2023_06_14,SPXUSD,0,2023-06-14 18:00:00+00:00,event_rejected,missing/nonpositive observed quote
FOMC_2023_06_14,NSXUSD,1,2023-06-07 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,NSXUSD,2,2023-05-31 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,NSXUSD,3,2023-05-24 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,NSXUSD,4,2023-05-17 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,NSXUSD,5,2023-05-10 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,NSXUSD,6,2023-05-03 18:00:00+00:00,rejected,FOMC date
FOMC_2023_06_14,NSXUSD,7,2023-04-26 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,NSXUSD,8,2023-04-19 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,NSXUSD,9,2023-04-12 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,NSXUSD,10,2023-04-05 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,NSXUSD,11,2023-03-29 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_06_14,NSXUSD,12,2023-03-22 18:00:00+00:00,rejected,FOMC date
FOMC_2023_06_14,NSXUSD,0,2023-06-14 18:00:00+00:00,event_rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURUSD,1,2023-07-19 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURUSD,2,2023-07-12 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURUSD,3,2023-07-05 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURUSD,4,2023-06-28 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURUSD,5,2023-06-21 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURUSD,6,2023-06-14 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,EURUSD,7,2023-06-07 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURUSD,8,2023-05-31 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURUSD,9,2023-05-24 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURUSD,10,2023-05-17 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURUSD,11,2023-05-10 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURUSD,12,2023-05-03 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,EURUSD,0,2023-07-26 18:00:00+00:00,event_rejected,missing/nonpositive observed quote
FOMC_2023_07_26,GBPUSD,1,2023-07-19 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,GBPUSD,2,2023-07-12 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,GBPUSD,3,2023-07-05 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,GBPUSD,4,2023-06-28 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,GBPUSD,5,2023-06-21 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,GBPUSD,6,2023-06-14 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,GBPUSD,7,2023-06-07 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,GBPUSD,8,2023-05-31 18:00:00+00:00,selected,
FOMC_2023_07_26,GBPUSD,9,2023-05-24 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,GBPUSD,10,2023-05-17 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,GBPUSD,11,2023-05-10 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,GBPUSD,12,2023-05-03 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,GBPUSD,0,2023-07-26 18:00:00+00:00,event_rejected,missing/nonpositive observed quote
FOMC_2023_07_26,AUDUSD,1,2023-07-19 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,AUDUSD,2,2023-07-12 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,AUDUSD,3,2023-07-05 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,AUDUSD,4,2023-06-28 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,AUDUSD,5,2023-06-21 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,AUDUSD,6,2023-06-14 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,AUDUSD,7,2023-06-07 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,AUDUSD,8,2023-05-31 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,AUDUSD,9,2023-05-24 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,AUDUSD,10,2023-05-17 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,AUDUSD,11,2023-05-10 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,AUDUSD,12,2023-05-03 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,AUDUSD,0,2023-07-26 18:00:00+00:00,event_rejected,missing/nonpositive observed quote
FOMC_2023_07_26,NZDUSD,1,2023-07-19 18:00:00+00:00,selected,
FOMC_2023_07_26,NZDUSD,2,2023-07-12 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,NZDUSD,3,2023-07-05 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,NZDUSD,4,2023-06-28 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,NZDUSD,5,2023-06-21 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,NZDUSD,6,2023-06-14 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,NZDUSD,7,2023-06-07 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,NZDUSD,8,2023-05-31 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,NZDUSD,9,2023-05-24 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,NZDUSD,10,2023-05-17 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,NZDUSD,11,2023-05-10 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,NZDUSD,12,2023-05-03 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,NZDUSD,0,2023-07-26 18:00:00+00:00,event_rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDJPY,1,2023-07-19 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDJPY,2,2023-07-12 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDJPY,3,2023-07-05 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDJPY,4,2023-06-28 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDJPY,5,2023-06-21 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDJPY,6,2023-06-14 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,USDJPY,7,2023-06-07 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDJPY,8,2023-05-31 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDJPY,9,2023-05-24 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDJPY,10,2023-05-17 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDJPY,11,2023-05-10 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDJPY,12,2023-05-03 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,USDJPY,0,2023-07-26 18:00:00+00:00,event_rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCHF,1,2023-07-19 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCHF,2,2023-07-12 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCHF,3,2023-07-05 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCHF,4,2023-06-28 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCHF,5,2023-06-21 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCHF,6,2023-06-14 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,USDCHF,7,2023-06-07 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCHF,8,2023-05-31 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCHF,9,2023-05-24 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCHF,10,2023-05-17 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCHF,11,2023-05-10 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCHF,12,2023-05-03 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,USDCHF,0,2023-07-26 18:00:00+00:00,event_rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCAD,1,2023-07-19 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCAD,2,2023-07-12 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCAD,3,2023-07-05 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCAD,4,2023-06-28 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCAD,5,2023-06-21 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCAD,6,2023-06-14 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,USDCAD,7,2023-06-07 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCAD,8,2023-05-31 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCAD,9,2023-05-24 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCAD,10,2023-05-17 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCAD,11,2023-05-10 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,USDCAD,12,2023-05-03 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,USDCAD,0,2023-07-26 18:00:00+00:00,event_rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURJPY,1,2023-07-19 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURJPY,2,2023-07-12 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURJPY,3,2023-07-05 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURJPY,4,2023-06-28 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURJPY,5,2023-06-21 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURJPY,6,2023-06-14 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,EURJPY,7,2023-06-07 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURJPY,8,2023-05-31 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURJPY,9,2023-05-24 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURJPY,10,2023-05-17 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURJPY,11,2023-05-10 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,EURJPY,12,2023-05-03 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,EURJPY,0,2023-07-26 18:00:00+00:00,event_rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAUUSD,1,2023-07-19 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAUUSD,2,2023-07-12 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAUUSD,3,2023-07-05 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAUUSD,4,2023-06-28 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAUUSD,5,2023-06-21 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAUUSD,6,2023-06-14 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,XAUUSD,7,2023-06-07 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAUUSD,8,2023-05-31 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAUUSD,9,2023-05-24 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAUUSD,10,2023-05-17 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAUUSD,11,2023-05-10 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAUUSD,12,2023-05-03 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,XAUUSD,0,2023-07-26 18:00:00+00:00,event_rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAGUSD,1,2023-07-19 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAGUSD,2,2023-07-12 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAGUSD,3,2023-07-05 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAGUSD,4,2023-06-28 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAGUSD,5,2023-06-21 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAGUSD,6,2023-06-14 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,XAGUSD,7,2023-06-07 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAGUSD,8,2023-05-31 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAGUSD,9,2023-05-24 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAGUSD,10,2023-05-17 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAGUSD,11,2023-05-10 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,XAGUSD,12,2023-05-03 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,XAGUSD,0,2023-07-26 18:00:00+00:00,event_rejected,missing/nonpositive observed quote
FOMC_2023_07_26,SPXUSD,1,2023-07-19 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,SPXUSD,2,2023-07-12 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,SPXUSD,3,2023-07-05 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,SPXUSD,4,2023-06-28 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,SPXUSD,5,2023-06-21 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,SPXUSD,6,2023-06-14 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,SPXUSD,7,2023-06-07 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,SPXUSD,8,2023-05-31 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,SPXUSD,9,2023-05-24 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,SPXUSD,10,2023-05-17 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,SPXUSD,11,2023-05-10 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,SPXUSD,12,2023-05-03 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,SPXUSD,0,2023-07-26 18:00:00+00:00,event_rejected,missing/nonpositive observed quote
FOMC_2023_07_26,NSXUSD,1,2023-07-19 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,NSXUSD,2,2023-07-12 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,NSXUSD,3,2023-07-05 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,NSXUSD,4,2023-06-28 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,NSXUSD,5,2023-06-21 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,NSXUSD,6,2023-06-14 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,NSXUSD,7,2023-06-07 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,NSXUSD,8,2023-05-31 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,NSXUSD,9,2023-05-24 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,NSXUSD,10,2023-05-17 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,NSXUSD,11,2023-05-10 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_07_26,NSXUSD,12,2023-05-03 18:00:00+00:00,rejected,FOMC date
FOMC_2023_07_26,NSXUSD,0,2023-07-26 18:00:00+00:00,event_rejected,missing/nonpositive observed quote
FOMC_2023_09_20,EURUSD,1,2023-09-13 18:00:00+00:00,selected,
FOMC_2023_09_20,EURUSD,2,2023-09-06 18:00:00+00:00,selected,
FOMC_2023_09_20,EURUSD,3,2023-08-30 18:00:00+00:00,selected,
FOMC_2023_09_20,EURUSD,4,2023-08-23 18:00:00+00:00,selected,
FOMC_2023_09_20,EURUSD,5,2023-08-16 18:00:00+00:00,valid_not_selected,
FOMC_2023_09_20,EURUSD,6,2023-08-09 18:00:00+00:00,valid_not_selected,
FOMC_2023_09_20,EURUSD,7,2023-08-02 18:00:00+00:00,valid_not_selected,
FOMC_2023_09_20,EURUSD,8,2023-07-26 18:00:00+00:00,rejected,FOMC date
FOMC_2023_09_20,EURUSD,9,2023-07-19 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,EURUSD,10,2023-07-12 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,EURUSD,11,2023-07-05 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,EURUSD,12,2023-06-28 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,GBPUSD,1,2023-09-13 18:00:00+00:00,selected,
FOMC_2023_09_20,GBPUSD,2,2023-09-06 18:00:00+00:00,selected,
FOMC_2023_09_20,GBPUSD,3,2023-08-30 18:00:00+00:00,selected,
FOMC_2023_09_20,GBPUSD,4,2023-08-23 18:00:00+00:00,selected,
FOMC_2023_09_20,GBPUSD,5,2023-08-16 18:00:00+00:00,valid_not_selected,
FOMC_2023_09_20,GBPUSD,6,2023-08-09 18:00:00+00:00,valid_not_selected,
FOMC_2023_09_20,GBPUSD,7,2023-08-02 18:00:00+00:00,valid_not_selected,
FOMC_2023_09_20,GBPUSD,8,2023-07-26 18:00:00+00:00,rejected,FOMC date
FOMC_2023_09_20,GBPUSD,9,2023-07-19 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,GBPUSD,10,2023-07-12 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,GBPUSD,11,2023-07-05 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,GBPUSD,12,2023-06-28 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,AUDUSD,1,2023-09-13 18:00:00+00:00,selected,
FOMC_2023_09_20,AUDUSD,2,2023-09-06 18:00:00+00:00,selected,
FOMC_2023_09_20,AUDUSD,3,2023-08-30 18:00:00+00:00,selected,
FOMC_2023_09_20,AUDUSD,4,2023-08-23 18:00:00+00:00,selected,
FOMC_2023_09_20,AUDUSD,5,2023-08-16 18:00:00+00:00,valid_not_selected,
FOMC_2023_09_20,AUDUSD,6,2023-08-09 18:00:00+00:00,valid_not_selected,
FOMC_2023_09_20,AUDUSD,7,2023-08-02 18:00:00+00:00,valid_not_selected,
FOMC_2023_09_20,AUDUSD,8,2023-07-26 18:00:00+00:00,rejected,FOMC date
FOMC_2023_09_20,AUDUSD,9,2023-07-19 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,AUDUSD,10,2023-07-12 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,AUDUSD,11,2023-07-05 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,AUDUSD,12,2023-06-28 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,NZDUSD,1,2023-09-13 18:00:00+00:00,selected,
FOMC_2023_09_20,NZDUSD,2,2023-09-06 18:00:00+00:00,selected,
FOMC_2023_09_20,NZDUSD,3,2023-08-30 18:00:00+00:00,selected,
FOMC_2023_09_20,NZDUSD,4,2023-08-23 18:00:00+00:00,selected,
FOMC_2023_09_20,NZDUSD,5,2023-08-16 18:00:00+00:00,valid_not_selected,
FOMC_2023_09_20,NZDUSD,6,2023-08-09 18:00:00+00:00,valid_not_selected,
FOMC_2023_09_20,NZDUSD,7,2023-08-02 18:00:00+00:00,valid_not_selected,
FOMC_2023_09_20,NZDUSD,8,2023-07-26 18:00:00+00:00,rejected,FOMC date
FOMC_2023_09_20,NZDUSD,9,2023-07-19 18:00:00+00:00,valid_not_selected,
FOMC_2023_09_20,NZDUSD,10,2023-07-12 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,NZDUSD,11,2023-07-05 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,NZDUSD,12,2023-06-28 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,USDJPY,1,2023-09-13 18:00:00+00:00,selected,
FOMC_2023_09_20,USDJPY,2,2023-09-06 18:00:00+00:00,selected,
FOMC_2023_09_20,USDJPY,3,2023-08-30 18:00:00+00:00,selected,
FOMC_2023_09_20,USDJPY,4,2023-08-23 18:00:00+00:00,selected,
FOMC_2023_09_20,USDJPY,5,2023-08-16 18:00:00+00:00,valid_not_selected,
FOMC_2023_09_20,USDJPY,6,2023-08-09 18:00:00+00:00,valid_not_selected,
FOMC_2023_09_20,USDJPY,7,2023-08-02 18:00:00+00:00,valid_not_selected,
FOMC_2023_09_20,USDJPY,8,2023-07-26 18:00:00+00:00,rejected,FOMC date
FOMC_2023_09_20,USDJPY,9,2023-07-19 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,USDJPY,10,2023-07-12 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,USDJPY,11,2023-07-05 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,USDJPY,12,2023-06-28 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,USDCHF,1,2023-09-13 18:00:00+00:00,selected,
FOMC_2023_09_20,USDCHF,2,2023-09-06 18:00:00+00:00,selected,
FOMC_2023_09_20,USDCHF,3,2023-08-30 18:00:00+00:00,selected,
FOMC_2023_09_20,USDCHF,4,2023-08-23 18:00:00+00:00,selected,
FOMC_2023_09_20,USDCHF,5,2023-08-16 18:00:00+00:00,valid_not_selected,
FOMC_2023_09_20,USDCHF,6,2023-08-09 18:00:00+00:00,valid_not_selected,
FOMC_2023_09_20,USDCHF,7,2023-08-02 18:00:00+00:00,valid_not_selected,
FOMC_2023_09_20,USDCHF,8,2023-07-26 18:00:00+00:00,rejected,FOMC date
FOMC_2023_09_20,USDCHF,9,2023-07-19 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,USDCHF,10,2023-07-12 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,USDCHF,11,2023-07-05 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,USDCHF,12,2023-06-28 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2023_09_20,USDCAD,1,2023-09-13 18:00:00+00:00,selected,
FOMC_2023_09_20,USDCAD,2,2023-09-06 18:00:00+00:00,selected,
FOMC_2023_09_20,USDCAD,3,2023-08-30 18:00:00+00:00,selected,
