event_id,asset,weeks_before,control_release_utc,status,reason
FOMC_2024_06_12,EURJPY,2,2024-05-29 18:00:00+00:00,selected,
FOMC_2024_06_12,EURJPY,3,2024-05-22 18:00:00+00:00,selected,
FOMC_2024_06_12,EURJPY,4,2024-05-15 18:00:00+00:00,selected,
FOMC_2024_06_12,EURJPY,5,2024-05-08 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,EURJPY,6,2024-05-01 18:00:00+00:00,rejected,FOMC date
FOMC_2024_06_12,EURJPY,7,2024-04-24 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,EURJPY,8,2024-04-17 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,EURJPY,9,2024-04-10 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,EURJPY,10,2024-04-03 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,EURJPY,11,2024-03-27 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,EURJPY,12,2024-03-20 18:00:00+00:00,rejected,FOMC date
FOMC_2024_06_12,XAUUSD,1,2024-06-05 18:00:00+00:00,selected,
FOMC_2024_06_12,XAUUSD,2,2024-05-29 18:00:00+00:00,selected,
FOMC_2024_06_12,XAUUSD,3,2024-05-22 18:00:00+00:00,selected,
FOMC_2024_06_12,XAUUSD,4,2024-05-15 18:00:00+00:00,selected,
FOMC_2024_06_12,XAUUSD,5,2024-05-08 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,XAUUSD,6,2024-05-01 18:00:00+00:00,rejected,FOMC date
FOMC_2024_06_12,XAUUSD,7,2024-04-24 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,XAUUSD,8,2024-04-17 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,XAUUSD,9,2024-04-10 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,XAUUSD,10,2024-04-03 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,XAUUSD,11,2024-03-27 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,XAUUSD,12,2024-03-20 18:00:00+00:00,rejected,FOMC date
FOMC_2024_06_12,XAGUSD,1,2024-06-05 18:00:00+00:00,selected,
FOMC_2024_06_12,XAGUSD,2,2024-05-29 18:00:00+00:00,selected,
FOMC_2024_06_12,XAGUSD,3,2024-05-22 18:00:00+00:00,selected,
FOMC_2024_06_12,XAGUSD,4,2024-05-15 18:00:00+00:00,selected,
FOMC_2024_06_12,XAGUSD,5,2024-05-08 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,XAGUSD,6,2024-05-01 18:00:00+00:00,rejected,FOMC date
FOMC_2024_06_12,XAGUSD,7,2024-04-24 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,XAGUSD,8,2024-04-17 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,XAGUSD,9,2024-04-10 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,XAGUSD,10,2024-04-03 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,XAGUSD,11,2024-03-27 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,XAGUSD,12,2024-03-20 18:00:00+00:00,rejected,FOMC date
FOMC_2024_06_12,SPXUSD,1,2024-06-05 18:00:00+00:00,selected,
FOMC_2024_06_12,SPXUSD,2,2024-05-29 18:00:00+00:00,selected,
FOMC_2024_06_12,SPXUSD,3,2024-05-22 18:00:00+00:00,selected,
FOMC_2024_06_12,SPXUSD,4,2024-05-15 18:00:00+00:00,selected,
FOMC_2024_06_12,SPXUSD,5,2024-05-08 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,SPXUSD,6,2024-05-01 18:00:00+00:00,rejected,FOMC date
FOMC_2024_06_12,SPXUSD,7,2024-04-24 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,SPXUSD,8,2024-04-17 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,SPXUSD,9,2024-04-10 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,SPXUSD,10,2024-04-03 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,SPXUSD,11,2024-03-27 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,SPXUSD,12,2024-03-20 18:00:00+00:00,rejected,FOMC date
FOMC_2024_06_12,NSXUSD,1,2024-06-05 18:00:00+00:00,selected,
FOMC_2024_06_12,NSXUSD,2,2024-05-29 18:00:00+00:00,selected,
FOMC_2024_06_12,NSXUSD,3,2024-05-22 18:00:00+00:00,selected,
FOMC_2024_06_12,NSXUSD,4,2024-05-15 18:00:00+00:00,selected,
FOMC_2024_06_12,NSXUSD,5,2024-05-08 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,NSXUSD,6,2024-05-01 18:00:00+00:00,rejected,FOMC date
FOMC_2024_06_12,NSXUSD,7,2024-04-24 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,NSXUSD,8,2024-04-17 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,NSXUSD,9,2024-04-10 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,NSXUSD,10,2024-04-03 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,NSXUSD,11,2024-03-27 18:00:00+00:00,valid_not_selected,
FOMC_2024_06_12,NSXUSD,12,2024-03-20 18:00:00+00:00,rejected,FOMC date
FOMC_2024_07_31,EURUSD,1,2024-07-24 18:00:00+00:00,selected,
FOMC_2024_07_31,EURUSD,2,2024-07-17 18:00:00+00:00,selected,
FOMC_2024_07_31,EURUSD,3,2024-07-10 18:00:00+00:00,selected,
FOMC_2024_07_31,EURUSD,4,2024-07-03 18:00:00+00:00,selected,
FOMC_2024_07_31,EURUSD,5,2024-06-26 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,EURUSD,6,2024-06-19 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,EURUSD,7,2024-06-12 18:00:00+00:00,rejected,FOMC date
FOMC_2024_07_31,EURUSD,8,2024-06-05 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,EURUSD,9,2024-05-29 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,EURUSD,10,2024-05-22 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,EURUSD,11,2024-05-15 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,EURUSD,12,2024-05-08 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,GBPUSD,1,2024-07-24 18:00:00+00:00,selected,
FOMC_2024_07_31,GBPUSD,2,2024-07-17 18:00:00+00:00,selected,
FOMC_2024_07_31,GBPUSD,3,2024-07-10 18:00:00+00:00,selected,
FOMC_2024_07_31,GBPUSD,4,2024-07-03 18:00:00+00:00,selected,
FOMC_2024_07_31,GBPUSD,5,2024-06-26 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,GBPUSD,6,2024-06-19 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,GBPUSD,7,2024-06-12 18:00:00+00:00,rejected,FOMC date
FOMC_2024_07_31,GBPUSD,8,2024-06-05 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,GBPUSD,9,2024-05-29 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,GBPUSD,10,2024-05-22 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,GBPUSD,11,2024-05-15 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,GBPUSD,12,2024-05-08 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,AUDUSD,1,2024-07-24 18:00:00+00:00,selected,
FOMC_2024_07_31,AUDUSD,2,2024-07-17 18:00:00+00:00,selected,
FOMC_2024_07_31,AUDUSD,3,2024-07-10 18:00:00+00:00,selected,
FOMC_2024_07_31,AUDUSD,4,2024-07-03 18:00:00+00:00,selected,
FOMC_2024_07_31,AUDUSD,5,2024-06-26 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,AUDUSD,6,2024-06-19 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,AUDUSD,7,2024-06-12 18:00:00+00:00,rejected,FOMC date
FOMC_2024_07_31,AUDUSD,8,2024-06-05 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,AUDUSD,9,2024-05-29 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,AUDUSD,10,2024-05-22 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,AUDUSD,11,2024-05-15 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,AUDUSD,12,2024-05-08 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,NZDUSD,1,2024-07-24 18:00:00+00:00,selected,
FOMC_2024_07_31,NZDUSD,2,2024-07-17 18:00:00+00:00,selected,
FOMC_2024_07_31,NZDUSD,3,2024-07-10 18:00:00+00:00,selected,
FOMC_2024_07_31,NZDUSD,4,2024-07-03 18:00:00+00:00,selected,
FOMC_2024_07_31,NZDUSD,5,2024-06-26 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,NZDUSD,6,2024-06-19 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,NZDUSD,7,2024-06-12 18:00:00+00:00,rejected,FOMC date
FOMC_2024_07_31,NZDUSD,8,2024-06-05 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,NZDUSD,9,2024-05-29 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,NZDUSD,10,2024-05-22 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,NZDUSD,11,2024-05-15 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,NZDUSD,12,2024-05-08 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,USDJPY,1,2024-07-24 18:00:00+00:00,selected,
FOMC_2024_07_31,USDJPY,2,2024-07-17 18:00:00+00:00,selected,
FOMC_2024_07_31,USDJPY,3,2024-07-10 18:00:00+00:00,selected,
FOMC_2024_07_31,USDJPY,4,2024-07-03 18:00:00+00:00,selected,
FOMC_2024_07_31,USDJPY,5,2024-06-26 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,USDJPY,6,2024-06-19 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,USDJPY,7,2024-06-12 18:00:00+00:00,rejected,FOMC date
FOMC_2024_07_31,USDJPY,8,2024-06-05 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,USDJPY,9,2024-05-29 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,USDJPY,10,2024-05-22 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,USDJPY,11,2024-05-15 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,USDJPY,12,2024-05-08 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,USDCHF,1,2024-07-24 18:00:00+00:00,selected,
FOMC_2024_07_31,USDCHF,2,2024-07-17 18:00:00+00:00,selected,
FOMC_2024_07_31,USDCHF,3,2024-07-10 18:00:00+00:00,selected,
FOMC_2024_07_31,USDCHF,4,2024-07-03 18:00:00+00:00,selected,
FOMC_2024_07_31,USDCHF,5,2024-06-26 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,USDCHF,6,2024-06-19 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,USDCHF,7,2024-06-12 18:00:00+00:00,rejected,FOMC date
FOMC_2024_07_31,USDCHF,8,2024-06-05 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,USDCHF,9,2024-05-29 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,USDCHF,10,2024-05-22 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,USDCHF,11,2024-05-15 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,USDCHF,12,2024-05-08 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,USDCAD,1,2024-07-24 18:00:00+00:00,selected,
FOMC_2024_07_31,USDCAD,2,2024-07-17 18:00:00+00:00,selected,
FOMC_2024_07_31,USDCAD,3,2024-07-10 18:00:00+00:00,selected,
FOMC_2024_07_31,USDCAD,4,2024-07-03 18:00:00+00:00,selected,
FOMC_2024_07_31,USDCAD,5,2024-06-26 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,USDCAD,6,2024-06-19 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,USDCAD,7,2024-06-12 18:00:00+00:00,rejected,FOMC date
FOMC_2024_07_31,USDCAD,8,2024-06-05 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,USDCAD,9,2024-05-29 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,USDCAD,10,2024-05-22 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,USDCAD,11,2024-05-15 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,USDCAD,12,2024-05-08 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,EURJPY,1,2024-07-24 18:00:00+00:00,selected,
FOMC_2024_07_31,EURJPY,2,2024-07-17 18:00:00+00:00,selected,
FOMC_2024_07_31,EURJPY,3,2024-07-10 18:00:00+00:00,selected,
FOMC_2024_07_31,EURJPY,4,2024-07-03 18:00:00+00:00,selected,
FOMC_2024_07_31,EURJPY,5,2024-06-26 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,EURJPY,6,2024-06-19 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,EURJPY,7,2024-06-12 18:00:00+00:00,rejected,FOMC date
FOMC_2024_07_31,EURJPY,8,2024-06-05 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,EURJPY,9,2024-05-29 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,EURJPY,10,2024-05-22 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,EURJPY,11,2024-05-15 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,EURJPY,12,2024-05-08 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,XAUUSD,1,2024-07-24 18:00:00+00:00,selected,
FOMC_2024_07_31,XAUUSD,2,2024-07-17 18:00:00+00:00,selected,
FOMC_2024_07_31,XAUUSD,3,2024-07-10 18:00:00+00:00,selected,
FOMC_2024_07_31,XAUUSD,4,2024-07-03 18:00:00+00:00,selected,
FOMC_2024_07_31,XAUUSD,5,2024-06-26 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,XAUUSD,6,2024-06-19 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,XAUUSD,7,2024-06-12 18:00:00+00:00,rejected,FOMC date
FOMC_2024_07_31,XAUUSD,8,2024-06-05 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,XAUUSD,9,2024-05-29 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,XAUUSD,10,2024-05-22 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,XAUUSD,11,2024-05-15 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,XAUUSD,12,2024-05-08 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,XAGUSD,1,2024-07-24 18:00:00+00:00,selected,
FOMC_2024_07_31,XAGUSD,2,2024-07-17 18:00:00+00:00,selected,
FOMC_2024_07_31,XAGUSD,3,2024-07-10 18:00:00+00:00,selected,
FOMC_2024_07_31,XAGUSD,4,2024-07-03 18:00:00+00:00,selected,
FOMC_2024_07_31,XAGUSD,5,2024-06-26 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,XAGUSD,6,2024-06-19 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,XAGUSD,7,2024-06-12 18:00:00+00:00,rejected,FOMC date
FOMC_2024_07_31,XAGUSD,8,2024-06-05 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,XAGUSD,9,2024-05-29 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,XAGUSD,10,2024-05-22 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,XAGUSD,11,2024-05-15 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,XAGUSD,12,2024-05-08 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,SPXUSD,1,2024-07-24 18:00:00+00:00,selected,
FOMC_2024_07_31,SPXUSD,2,2024-07-17 18:00:00+00:00,selected,
FOMC_2024_07_31,SPXUSD,3,2024-07-10 18:00:00+00:00,selected,
FOMC_2024_07_31,SPXUSD,4,2024-07-03 18:00:00+00:00,selected,
FOMC_2024_07_31,SPXUSD,5,2024-06-26 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,SPXUSD,6,2024-06-19 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2024_07_31,SPXUSD,7,2024-06-12 18:00:00+00:00,rejected,FOMC date
FOMC_2024_07_31,SPXUSD,8,2024-06-05 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,SPXUSD,9,2024-05-29 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,SPXUSD,10,2024-05-22 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,SPXUSD,11,2024-05-15 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,SPXUSD,12,2024-05-08 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,NSXUSD,1,2024-07-24 18:00:00+00:00,selected,
FOMC_2024_07_31,NSXUSD,2,2024-07-17 18:00:00+00:00,selected,
FOMC_2024_07_31,NSXUSD,3,2024-07-10 18:00:00+00:00,selected,
FOMC_2024_07_31,NSXUSD,4,2024-07-03 18:00:00+00:00,selected,
FOMC_2024_07_31,NSXUSD,5,2024-06-26 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,NSXUSD,6,2024-06-19 18:00:00+00:00,rejected,missing/nonpositive observed quote
FOMC_2024_07_31,NSXUSD,7,2024-06-12 18:00:00+00:00,rejected,FOMC date
FOMC_2024_07_31,NSXUSD,8,2024-06-05 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,NSXUSD,9,2024-05-29 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,NSXUSD,10,2024-05-22 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,NSXUSD,11,2024-05-15 18:00:00+00:00,valid_not_selected,
FOMC_2024_07_31,NSXUSD,12,2024-05-08 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,EURUSD,1,2024-09-11 18:00:00+00:00,selected,
FOMC_2024_09_18,EURUSD,2,2024-09-04 18:00:00+00:00,selected,
FOMC_2024_09_18,EURUSD,3,2024-08-28 18:00:00+00:00,selected,
FOMC_2024_09_18,EURUSD,4,2024-08-21 18:00:00+00:00,selected,
FOMC_2024_09_18,EURUSD,5,2024-08-14 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,EURUSD,6,2024-08-07 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,EURUSD,7,2024-07-31 18:00:00+00:00,rejected,FOMC date
FOMC_2024_09_18,EURUSD,8,2024-07-24 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,EURUSD,9,2024-07-17 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,EURUSD,10,2024-07-10 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,EURUSD,11,2024-07-03 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,EURUSD,12,2024-06-26 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,GBPUSD,1,2024-09-11 18:00:00+00:00,selected,
FOMC_2024_09_18,GBPUSD,2,2024-09-04 18:00:00+00:00,selected,
FOMC_2024_09_18,GBPUSD,3,2024-08-28 18:00:00+00:00,selected,
FOMC_2024_09_18,GBPUSD,4,2024-08-21 18:00:00+00:00,selected,
FOMC_2024_09_18,GBPUSD,5,2024-08-14 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,GBPUSD,6,2024-08-07 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,GBPUSD,7,2024-07-31 18:00:00+00:00,rejected,FOMC date
FOMC_2024_09_18,GBPUSD,8,2024-07-24 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,GBPUSD,9,2024-07-17 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,GBPUSD,10,2024-07-10 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,GBPUSD,11,2024-07-03 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,GBPUSD,12,2024-06-26 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,AUDUSD,1,2024-09-11 18:00:00+00:00,selected,
FOMC_2024_09_18,AUDUSD,2,2024-09-04 18:00:00+00:00,selected,
FOMC_2024_09_18,AUDUSD,3,2024-08-28 18:00:00+00:00,selected,
FOMC_2024_09_18,AUDUSD,4,2024-08-21 18:00:00+00:00,selected,
FOMC_2024_09_18,AUDUSD,5,2024-08-14 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,AUDUSD,6,2024-08-07 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,AUDUSD,7,2024-07-31 18:00:00+00:00,rejected,FOMC date
FOMC_2024_09_18,AUDUSD,8,2024-07-24 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,AUDUSD,9,2024-07-17 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,AUDUSD,10,2024-07-10 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,AUDUSD,11,2024-07-03 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,AUDUSD,12,2024-06-26 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,NZDUSD,1,2024-09-11 18:00:00+00:00,selected,
FOMC_2024_09_18,NZDUSD,2,2024-09-04 18:00:00+00:00,selected,
FOMC_2024_09_18,NZDUSD,3,2024-08-28 18:00:00+00:00,selected,
FOMC_2024_09_18,NZDUSD,4,2024-08-21 18:00:00+00:00,selected,
FOMC_2024_09_18,NZDUSD,5,2024-08-14 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,NZDUSD,6,2024-08-07 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,NZDUSD,7,2024-07-31 18:00:00+00:00,rejected,FOMC date
FOMC_2024_09_18,NZDUSD,8,2024-07-24 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,NZDUSD,9,2024-07-17 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,NZDUSD,10,2024-07-10 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,NZDUSD,11,2024-07-03 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,NZDUSD,12,2024-06-26 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,USDJPY,1,2024-09-11 18:00:00+00:00,selected,
FOMC_2024_09_18,USDJPY,2,2024-09-04 18:00:00+00:00,selected,
FOMC_2024_09_18,USDJPY,3,2024-08-28 18:00:00+00:00,selected,
FOMC_2024_09_18,USDJPY,4,2024-08-21 18:00:00+00:00,selected,
FOMC_2024_09_18,USDJPY,5,2024-08-14 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,USDJPY,6,2024-08-07 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,USDJPY,7,2024-07-31 18:00:00+00:00,rejected,FOMC date
FOMC_2024_09_18,USDJPY,8,2024-07-24 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,USDJPY,9,2024-07-17 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,USDJPY,10,2024-07-10 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,USDJPY,11,2024-07-03 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,USDJPY,12,2024-06-26 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,USDCHF,1,2024-09-11 18:00:00+00:00,selected,
FOMC_2024_09_18,USDCHF,2,2024-09-04 18:00:00+00:00,selected,
FOMC_2024_09_18,USDCHF,3,2024-08-28 18:00:00+00:00,selected,
FOMC_2024_09_18,USDCHF,4,2024-08-21 18:00:00+00:00,selected,
FOMC_2024_09_18,USDCHF,5,2024-08-14 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,USDCHF,6,2024-08-07 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,USDCHF,7,2024-07-31 18:00:00+00:00,rejected,FOMC date
FOMC_2024_09_18,USDCHF,8,2024-07-24 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,USDCHF,9,2024-07-17 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,USDCHF,10,2024-07-10 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,USDCHF,11,2024-07-03 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,USDCHF,12,2024-06-26 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,USDCAD,1,2024-09-11 18:00:00+00:00,selected,
FOMC_2024_09_18,USDCAD,2,2024-09-04 18:00:00+00:00,selected,
FOMC_2024_09_18,USDCAD,3,2024-08-28 18:00:00+00:00,selected,
FOMC_2024_09_18,USDCAD,4,2024-08-21 18:00:00+00:00,selected,
FOMC_2024_09_18,USDCAD,5,2024-08-14 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,USDCAD,6,2024-08-07 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,USDCAD,7,2024-07-31 18:00:00+00:00,rejected,FOMC date
FOMC_2024_09_18,USDCAD,8,2024-07-24 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,USDCAD,9,2024-07-17 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,USDCAD,10,2024-07-10 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,USDCAD,11,2024-07-03 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,USDCAD,12,2024-06-26 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,EURJPY,1,2024-09-11 18:00:00+00:00,selected,
FOMC_2024_09_18,EURJPY,2,2024-09-04 18:00:00+00:00,selected,
FOMC_2024_09_18,EURJPY,3,2024-08-28 18:00:00+00:00,selected,
FOMC_2024_09_18,EURJPY,4,2024-08-21 18:00:00+00:00,selected,
FOMC_2024_09_18,EURJPY,5,2024-08-14 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,EURJPY,6,2024-08-07 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,EURJPY,7,2024-07-31 18:00:00+00:00,rejected,FOMC date
FOMC_2024_09_18,EURJPY,8,2024-07-24 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,EURJPY,9,2024-07-17 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,EURJPY,10,2024-07-10 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,EURJPY,11,2024-07-03 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,EURJPY,12,2024-06-26 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,XAUUSD,1,2024-09-11 18:00:00+00:00,selected,
FOMC_2024_09_18,XAUUSD,2,2024-09-04 18:00:00+00:00,selected,
FOMC_2024_09_18,XAUUSD,3,2024-08-28 18:00:00+00:00,selected,
FOMC_2024_09_18,XAUUSD,4,2024-08-21 18:00:00+00:00,selected,
FOMC_2024_09_18,XAUUSD,5,2024-08-14 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,XAUUSD,6,2024-08-07 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,XAUUSD,7,2024-07-31 18:00:00+00:00,rejected,FOMC date
FOMC_2024_09_18,XAUUSD,8,2024-07-24 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,XAUUSD,9,2024-07-17 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,XAUUSD,10,2024-07-10 18:00:00+00:00,valid_not_selected,
FOMC_2024_09_18,XAUUSD,11,2024-07-03 18:00:00+00:00,valid_not_selected,
